ICAO,llegada_punto,salida_punto,despegue,tiempo_espera,aircraft_type,llegada_lon,llegada_lat,salida_lon,salida_lat,holding_point,parado,runway,fecha_despegue,hora_despegue
4ca61c,2024-12-05 17:08:37.421,2024-12-05 17:08:41.719,2024-12-05 17:09:48.760,71.339,Medium 2 (between 34000 kg to 136000 kg),-3.560896786776456,40.500330520888504,-3.5603818026455967,40.50040034924523,Y2,False,18L/36R,2024-12-05,17
7811a4,2024-12-05 17:08:13.360,2024-12-05 17:09:55.856,2024-12-05 17:11:20.388,187.028,Heavy (larger than 136000 kg),-3.560943603515625,40.49945068359375,-3.5603790283203125,40.499507904052734,Y1,True,18L/36R,2024-12-05,17
342210,2024-12-05 17:11:24.521,2024-12-05 17:11:38.954,2024-12-05 17:12:43.296,78.775,Medium 2 (between 34000 kg to 136000 kg),-3.573225194757635,40.49186965166512,-3.573537306352095,40.49186965166512,Z3,False,18R/36L,2024-12-05,17
49328d,2024-12-05 17:12:30.715,2024-12-05 17:12:46.708,2024-12-05 17:14:50.143,139.428,Medium 1 (between 7000 kg and 34000 kg),-3.576141357421875,40.49176025390625,-3.5755816372958096,40.49199767031912,Z2,False,18R/36L,2024-12-05,17
343183,2024-12-05 17:13:56.440,2024-12-05 17:14:51.061,2024-12-05 17:16:56.507,180.067,Medium 1 (between 7000 kg and 34000 kg),-3.576141357421875,40.49174880981445,-3.57562255859375,40.49197769165039,Z2,True,18R/36L,2024-12-05,17
4ba9c8,2024-12-05 17:17:05.791,2024-12-05 17:17:13.205,2024-12-05 17:18:11.360,65.569,Heavy (larger than 136000 kg),-3.560943603515625,40.49943923950195,-3.5603661970658735,40.499515856726696,Y1,False,18L/36R,2024-12-05,17
4cae52,2024-12-05 17:13:34.527,2024-12-05 17:16:49.404,2024-12-05 17:18:16.212,281.685,Medium 2 (between 34000 kg to 136000 kg),-3.576299493963068,40.4924864688162,-3.5757532986727627,40.492661039708025,Z4,True,18R/36L,2024-12-05,17
4cadcb,2024-12-05 17:18:46.602,2024-12-05 17:18:57.993,2024-12-05 17:20:39.126,112.524,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.499427795410156,-3.56036376953125,40.49949645996094,Y1,False,18L/36R,2024-12-05,17
4951cc,2024-12-05 17:22:35.447,2024-12-05 17:22:45.752,2024-12-05 17:23:39.732,64.285,Medium 2 (between 34000 kg to 136000 kg),-3.576143438165838,40.49176490913003,-3.5756378173828125,40.49198913574219,Z2,False,18R/36L,2024-12-05,17
4ca264,2024-12-05 17:27:54.984,2024-12-05 17:28:00.642,2024-12-05 17:28:46.095,51.111,Medium 2 (between 34000 kg to 136000 kg),-3.576283888383345,40.49252138299457,-3.5757064819335938,40.49269595388638,Z4,False,18R/36L,2024-12-05,17
4cae4c,2024-12-05 17:28:46.219,2024-12-05 17:28:54.896,2024-12-05 17:30:23.762,97.543,Medium 2 (between 34000 kg to 136000 kg),-3.5761278325861148,40.49177654718948,-3.5755972428755327,40.49199767031912,Z2,False,18R/36L,2024-12-05,17
4ca760,2024-12-05 17:40:15.837,2024-12-05 17:40:21.576,2024-12-05 17:41:06.332,50.495,Medium 2 (between 34000 kg to 136000 kg),-3.5609123923561787,40.49944602836997,-3.5603505914861504,40.499515856726696,Y1,False,18L/36R,2024-12-05,17
3c0699,2024-12-05 17:43:29.234,2024-12-05 17:43:39.292,2024-12-05 17:44:31.308,62.074,Medium 1 (between 7000 kg and 34000 kg),-3.576112227006392,40.49170671883276,-3.57562255859375,40.491966247558594,Z2,False,18R/36L,2024-12-05,17
344498,2024-12-05 17:42:00.185,2024-12-05 17:44:23.639,2024-12-05 17:46:15.881,255.696,Medium 2 (between 34000 kg to 136000 kg),-3.5762939453125,40.492515563964844,-3.5757376930930396,40.49267267776748,Z4,True,18R/36L,2024-12-05,17
44cc44,2024-12-05 17:49:58.055,2024-12-05 17:50:08.628,2024-12-05 17:51:29.951,91.896,Medium 2 (between 34000 kg to 136000 kg),-3.5763092041015625,40.492515563964844,-3.5757532986727627,40.49267267776748,Z4,False,18R/36L,2024-12-05,17
3445d4,2024-12-05 17:50:03.000,2024-12-05 17:50:11.043,2024-12-05 17:51:33.284,90.284,Medium 2 (between 34000 kg to 136000 kg),-3.5609123923561787,40.49943439031051,-3.56036376953125,40.499507904052734,Y1,False,18L/36R,2024-12-05,17
4692cc,2024-12-05 17:50:13.702,2024-12-05 17:51:16.743,2024-12-05 17:52:56.504,162.802,Medium 2 (between 34000 kg to 136000 kg),-3.560927997935902,40.50031888282905,-3.5603818026455967,40.50040034924523,Y2,True,18L/36R,2024-12-05,17
394c14,2024-12-05 17:52:26.504,2024-12-05 17:53:02.780,2024-12-05 17:54:27.010,120.506,Medium 2 (between 34000 kg to 136000 kg),-3.576324462890625,40.49252700805664,-3.5757904052734375,40.4926872253418,Z4,False,18R/36L,2024-12-05,17
347658,2024-12-05 17:54:52.109,2024-12-05 17:54:58.268,2024-12-05 17:55:40.039,47.93,Medium 2 (between 34000 kg to 136000 kg),-3.5609130859375,40.499473571777344,-3.5603037747469815,40.49952749478615,Y1,False,18L/36R,2024-12-05,17
347247,2024-12-05 17:57:49.070,2024-12-05 17:57:52.689,2024-12-05 17:59:19.348,90.278,Medium 2 (between 34000 kg to 136000 kg),-3.5760185935280537,40.49257957329184,-3.575775146484375,40.4926643371582,Z4,False,18R/36L,2024-12-05,17
49d116,2024-12-05 17:58:39.708,2024-12-05 17:59:26.272,2024-12-05 18:02:15.560,215.852,Medium 1 (between 7000 kg and 34000 kg),-3.5763092041015625,40.49250411987305,-3.5757598876953125,40.492652893066406,Z4,False,18R/36L,2024-12-05,18
3474da,2024-12-05 18:00:12.464,2024-12-05 18:00:51.145,2024-12-05 18:03:34.810,202.346,Medium 2 (between 34000 kg to 136000 kg),-3.576324462890625,40.492549896240234,-3.575775146484375,40.492698669433594,Z4,False,18R/36L,2024-12-05,18
342211,2024-12-05 18:03:03.361,2024-12-05 18:03:08.579,2024-12-05 18:03:47.175,43.814,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.49943923950195,-3.5603349859064273,40.499515856726696,Y1,False,18L/36R,2024-12-05,18
4cac1e,2024-12-05 18:03:48.100,2024-12-05 18:04:02.867,2024-12-05 18:05:03.158,75.058,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.4994111141916,-3.5603505914861504,40.499492580607786,Y1,False,18L/36R,2024-12-05,18
407844,2024-12-05 18:02:32.388,2024-12-05 18:02:34.396,2024-12-05 18:05:35.801,183.413,Medium 2 (between 34000 kg to 136000 kg),-3.572913083163175,40.491881289724574,-3.572906494140625,40.491886138916016,Z3,False,18R/36L,2024-12-05,18
4d23fa,2024-12-05 18:04:56.448,2024-12-05 18:05:06.263,2024-12-05 18:06:54.607,118.159,Medium 2 (between 34000 kg to 136000 kg),-3.5609123923561787,40.499515856726696,-3.5604095458984375,40.499576568603516,Y1,False,18L/36R,2024-12-05,18
345215,2024-12-05 18:16:49.733,2024-12-05 18:16:54.660,2024-12-05 18:17:39.706,49.973,Medium 2 (between 34000 kg to 136000 kg),-3.5609123923561787,40.49945766642942,-3.5603661970658735,40.499539132845605,Y1,False,18L/36R,2024-12-05,18
e072d0,2024-12-05 18:16:38.947,2024-12-05 18:16:48.919,2024-12-05 18:18:00.785,81.838,Heavy (larger than 136000 kg),-3.5761260986328125,40.49174880981445,-3.5756378173828125,40.49198913574219,Z2,False,18R/36L,2024-12-05,18
347287,2024-12-05 18:18:33.134,2024-12-05 18:18:40.018,2024-12-05 18:19:19.779,46.645,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49944602836997,-3.56036376953125,40.499507904052734,Y1,False,18L/36R,2024-12-05,18
347312,2024-12-05 18:17:44.035,2024-12-05 18:17:54.837,2024-12-05 18:20:51.214,187.179,Medium 2 (between 34000 kg to 136000 kg),-3.5762939453125,40.49252700805664,-3.575768904252486,40.49267267776748,Z4,False,18R/36L,2024-12-05,18
3c64a5,2024-12-05 18:19:59.906,2024-12-05 18:20:09.606,2024-12-05 18:20:59.800,59.894,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.49941635131836,-3.56036376953125,40.49948501586914,Y1,False,18L/36R,2024-12-05,18
020044,2024-12-05 18:17:57.102,2024-12-05 18:20:48.255,2024-12-05 18:22:09.736,252.634,Medium 2 (between 34000 kg to 136000 kg),-3.5729598999023438,40.491834737486755,-3.573516845703125,40.49184036254883,Z3,True,18R/36L,2024-12-05,18
471f6a,2024-12-05 18:20:53.562,2024-12-05 18:20:59.738,2024-12-05 18:22:20.163,86.601,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49943439031051,-3.5603485107421875,40.49949645996094,Y1,False,18L/36R,2024-12-05,18
4ca704,2024-12-05 18:23:21.957,2024-12-05 18:23:30.920,2024-12-05 18:24:19.619,57.662,Medium 2 (between 34000 kg to 136000 kg),-3.5761278325861148,40.491741633011124,-3.5756440596147017,40.49197439420021,Z2,False,18R/36L,2024-12-05,18
347307,2024-12-05 18:24:32.755,2024-12-05 18:24:39.887,2024-12-05 18:25:50.631,77.876,Medium 2 (between 34000 kg to 136000 kg),-3.5761871337890625,40.49180603027344,-3.5756284540349785,40.49198603225967,Z2,False,18R/36L,2024-12-05,18
34750b,2024-12-05 18:25:29.201,2024-12-05 18:25:37.603,2024-12-05 18:27:09.321,100.12,Medium 2 (between 34000 kg to 136000 kg),-3.576171875,40.49180603027344,-3.575592041015625,40.492000579833984,Z2,False,18R/36L,2024-12-05,18
34538e,2024-12-05 18:33:13.024,2024-12-05 18:33:19.981,2024-12-05 18:34:17.184,64.16,Medium 2 (between 34000 kg to 136000 kg),-3.576315099542791,40.49250974493511,-3.5757376930930396,40.49267267776748,Z4,False,18R/36L,2024-12-05,18
342107,2024-12-05 18:32:09.036,2024-12-05 18:32:32.077,2024-12-05 18:34:41.048,152.012,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.49941635131836,-3.56036376953125,40.49948501586914,Y1,False,18L/36R,2024-12-05,18
780d8f,2024-12-05 18:36:32.839,2024-12-05 18:36:42.538,2024-12-05 18:37:53.650,80.811,Heavy (larger than 136000 kg),-3.5609283447265625,40.49943923950195,-3.5603485107421875,40.499507904052734,Y1,False,18L/36R,2024-12-05,18
343385,2024-12-05 18:39:40.451,2024-12-05 18:39:52.108,2024-12-05 18:40:28.339,47.888,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49941635131836,-3.5603661970658735,40.49952749478615,Y1,False,18L/36R,2024-12-05,18
4d2215,2024-12-05 18:40:31.342,2024-12-05 18:40:38.365,2024-12-05 18:41:48.632,77.29,Medium 2 (between 34000 kg to 136000 kg),-3.5609123923561787,40.49942275225106,-3.5603661970658735,40.499492580607786,Y1,False,18L/36R,2024-12-05,18
4ca766,2024-12-05 18:40:59.112,2024-12-05 18:41:44.104,2024-12-05 18:43:23.999,144.887,Medium 2 (between 34000 kg to 136000 kg),-3.576174649325284,40.491788185248936,-3.575653076171875,40.49198913574219,Z2,False,18R/36L,2024-12-05,18
4d2367,2024-12-05 18:40:51.751,2024-12-05 18:43:38.464,2024-12-05 18:45:47.159,295.408,Medium 1 (between 7000 kg and 34000 kg),-3.5762939453125,40.49250411987305,-3.5757532986727627,40.49264940164857,Z4,True,18R/36L,2024-12-05,18
34644b,2024-12-05 18:48:32.715,2024-12-05 18:48:38.276,2024-12-05 18:49:16.814,44.099,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.499469304488876,-3.5603485107421875,40.49951934814453,Y1,False,18L/36R,2024-12-05,18
4ca802,2024-12-05 18:44:59.109,2024-12-05 18:46:42.546,2024-12-05 18:51:03.768,364.659,Medium 2 (between 34000 kg to 136000 kg),-3.576174649325284,40.49179982330839,-3.5756378173828125,40.49197769165039,Z2,True,18R/36L,2024-12-05,18
4ca84d,2024-12-05 18:47:06.864,2024-12-05 18:50:52.216,2024-12-05 18:53:32.798,385.934,Medium 2 (between 34000 kg to 136000 kg),-3.576174649325284,40.49179982330839,-3.575722087513317,40.4920791367353,Z2,True,18R/36L,2024-12-05,18
34750f,2024-12-05 18:51:52.599,2024-12-05 18:53:17.815,2024-12-05 18:55:15.437,202.838,Medium 2 (between 34000 kg to 136000 kg),-3.576159043745561,40.49176490913003,-3.5756752707741475,40.492020946438025,Z2,True,18R/36L,2024-12-05,18
343650,2024-12-05 18:55:20.554,2024-12-05 18:55:26.575,2024-12-05 18:56:10.598,50.044,Medium 2 (between 34000 kg to 136000 kg),-3.560927997935902,40.49942275225106,-3.56036376953125,40.49948501586914,Y1,False,18L/36R,2024-12-05,18
344213,2024-12-05 18:51:51.514,2024-12-05 18:55:11.243,2024-12-05 18:57:01.776,310.262,Medium 2 (between 34000 kg to 136000 kg),-3.576299493963068,40.49250974493511,-3.57568359375,40.49267578125,Z4,True,18R/36L,2024-12-05,18
344481,2024-12-05 18:56:51.223,2024-12-05 18:56:56.830,2024-12-05 18:57:46.460,55.237,Medium 2 (between 34000 kg to 136000 kg),-3.560896786776456,40.499469304488876,-3.5603790283203125,40.499542236328125,Y1,False,18L/36R,2024-12-05,18
3451da,2024-12-05 18:55:24.330,2024-12-05 18:55:41.673,2024-12-05 18:58:15.864,171.534,Medium 2 (between 34000 kg to 136000 kg),-3.5763092041015625,40.49250411987305,-3.575768904252486,40.492661039708025,Z4,False,18R/36L,2024-12-05,18
344416,2024-12-05 18:56:54.579,2024-12-05 18:58:02.421,2024-12-05 19:00:00.587,186.008,Medium 2 (between 34000 kg to 136000 kg),-3.576324462890625,40.49253845214844,-3.5757845098322085,40.49270759194584,Z4,True,18R/36L,2024-12-05,19
34324f,2024-12-05 18:59:17.593,2024-12-05 18:59:23.406,2024-12-05 19:00:05.084,47.491,Medium 2 (between 34000 kg to 136000 kg),-3.5609130859375,40.49948501586914,-3.5603790283203125,40.49955368041992,Y1,False,18L/36R,2024-12-05,19
345615,2024-12-05 18:59:48.133,2024-12-05 18:59:53.929,2024-12-05 19:01:20.958,92.825,Medium 2 (between 34000 kg to 136000 kg),-3.5609130859375,40.49941635131836,-3.5603505914861504,40.49950421866724,Y1,False,18L/36R,2024-12-05,19
405a48,2024-12-05 19:01:41.030,2024-12-05 19:02:00.785,2024-12-05 19:02:59.356,78.326,Medium 2 (between 34000 kg to 136000 kg),-3.572906494140625,40.49186325073242,-3.5735931396484375,40.49186325073242,Z3,False,18R/36L,2024-12-05,19
342188,2024-12-05 19:03:11.853,2024-12-05 19:03:17.581,2024-12-05 19:04:15.881,64.028,Medium 2 (between 34000 kg to 136000 kg),-3.5608978271484375,40.49946212768555,-3.5603661970658735,40.499539132845605,Y1,False,18L/36R,2024-12-05,19
4b18f4,2024-12-05 19:04:47.724,2024-12-05 19:04:59.132,2024-12-05 19:05:58.839,71.115,Medium 2 (between 34000 kg to 136000 kg),-3.576143438165838,40.49179982330839,-3.5756440596147017,40.49200930837857,Z2,False,18R/36L,2024-12-05,19
34660b,2024-12-05 19:05:52.913,2024-12-05 19:06:01.455,2024-12-05 19:08:57.249,184.336,Medium 2 (between 34000 kg to 136000 kg),-3.576315099542791,40.49250974493511,-3.5757293701171875,40.4926643371582,Z4,False,18R/36L,2024-12-05,19
06a2de,2024-12-05 19:08:37.185,2024-12-05 19:08:43.644,2024-12-05 19:09:32.506,55.321,Heavy (larger than 136000 kg),-3.560943603515625,40.49943439031051,-3.5603661970658735,40.49950421866724,Y1,False,18L/36R,2024-12-05,19
344195,2024-12-05 19:06:36.933,2024-12-05 19:06:46.901,2024-12-05 19:10:20.375,223.442,Medium 2 (between 34000 kg to 136000 kg),-3.5762786865234375,40.49250411987305,-3.57574462890625,40.4926643371582,Z4,False,18R/36L,2024-12-05,19
344648,2024-12-05 19:09:30.347,2024-12-05 19:11:17.673,2024-12-05 19:12:19.300,168.953,Medium 2 (between 34000 kg to 136000 kg),-3.576315099542791,40.49252138299457,-3.575775146484375,40.4926643371582,Z4,True,18R/36L,2024-12-05,19
34604b,2024-12-05 19:11:56.036,2024-12-05 19:12:15.080,2024-12-05 19:14:50.085,174.049,Medium 2 (between 34000 kg to 136000 kg),-3.576299493963068,40.49249810687566,-3.575768904252486,40.492661039708025,Z4,False,18R/36L,2024-12-05,19
346204,2024-12-05 19:14:53.490,2024-12-05 19:15:03.989,2024-12-05 19:16:00.364,66.874,Medium 2 (between 34000 kg to 136000 kg),-3.560927997935902,40.49944602836997,-3.56036376953125,40.49951934814453,Y1,False,18L/36R,2024-12-05,19
343141,2024-12-05 19:12:42.590,2024-12-05 19:14:43.145,2024-12-05 19:16:21.841,219.251,Medium 2 (between 34000 kg to 136000 kg),-3.5763092041015625,40.49252700805664,-3.575775146484375,40.4926643371582,Z4,True,18R/36L,2024-12-05,19
3420cc,2024-12-05 19:15:26.704,2024-12-05 19:16:16.796,2024-12-05 19:17:50.948,144.244,Medium 2 (between 34000 kg to 136000 kg),-3.5763092041015625,40.492515563964844,-3.575768904252486,40.49267267776748,Z4,True,18R/36L,2024-12-05,19
34324e,2024-12-05 19:17:22.411,2024-12-05 19:17:28.955,2024-12-05 19:18:36.733,74.322,Medium 2 (between 34000 kg to 136000 kg),-3.560896786776456,40.49943439031051,-3.5603505914861504,40.499492580607786,Y1,False,18L/36R,2024-12-05,19
345543,2024-12-05 19:16:52.358,2024-12-05 19:17:37.253,2024-12-05 19:19:18.993,146.635,Medium 2 (between 34000 kg to 136000 kg),-3.5763092041015625,40.49250411987305,-3.575768904252486,40.492661039708025,Z4,False,18R/36L,2024-12-05,19
34758c,2024-12-05 19:17:50.359,2024-12-05 19:18:56.094,2024-12-05 19:20:44.323,173.964,Medium 2 (between 34000 kg to 136000 kg),-3.5763092041015625,40.49252700805664,-3.5757904052734375,40.4926872253418,Z4,True,18R/36L,2024-12-05,19
3480c3,2024-12-05 19:18:19.283,2024-12-05 19:20:40.406,2024-12-05 19:22:33.237,253.954,Medium 2 (between 34000 kg to 136000 kg),-3.5760955810546875,40.49174880981445,-3.5756284540349785,40.49197439420021,Z2,True,18R/36L,2024-12-05,19
346303,2024-12-05 19:19:49.179,2024-12-05 19:20:03.030,2024-12-05 19:24:26.738,277.559,Medium 2 (between 34000 kg to 136000 kg),-3.5763092041015625,40.49250411987305,-3.575775146484375,40.4926643371582,Z4,False,18R/36L,2024-12-05,19
347453,2024-12-05 19:26:23.312,2024-12-05 19:26:31.602,2024-12-05 19:28:19.283,115.971,Medium 2 (between 34000 kg to 136000 kg),-3.5763092041015625,40.49250411987305,-3.5756988525390625,40.4926872253418,Z4,False,18R/36L,2024-12-05,19
440bca,2024-12-05 19:28:07.898,2024-12-05 19:28:13.607,2024-12-05 19:28:49.029,41.131,High vortex aircraft,-3.560896786776456,40.49942275225106,-3.5603661970658735,40.49950421866724,Y1,False,18L/36R,2024-12-05,19
346147,2024-12-05 19:32:32.027,2024-12-05 19:32:48.649,2024-12-05 19:33:47.949,75.922,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.50029754638672,-3.5603661970658735,40.50037707312632,Y2,False,18L/36R,2024-12-05,19
347481,2024-12-05 19:35:26.573,2024-12-05 19:35:35.057,2024-12-05 19:36:12.175,45.602,Medium 2 (between 34000 kg to 136000 kg),-3.576143438165838,40.49177654718948,-3.5756128484552554,40.49200930837857,Z2,False,18R/36L,2024-12-05,19
3964e2,2024-12-05 19:38:08.313,2024-12-05 19:38:16.510,2024-12-05 19:39:07.111,58.798,Medium 2 (between 34000 kg to 136000 kg),-3.576141357421875,40.49180603027344,-3.57562255859375,40.49197769165039,Z2,False,18R/36L,2024-12-05,19
342105,2024-12-05 19:39:20.383,2024-12-05 19:39:32.297,2024-12-05 19:40:46.429,86.046,Medium 2 (between 34000 kg to 136000 kg),-3.576315099542791,40.49250974493511,-3.5757532986727627,40.492661039708025,Z4,False,18R/36L,2024-12-05,19
346316,2024-12-05 19:42:43.946,2024-12-05 19:42:52.838,2024-12-05 19:43:40.123,56.177,Medium 2 (between 34000 kg to 136000 kg),-3.5609123923561787,40.50031888282905,-3.5603505914861504,40.50038871118578,Y2,False,18L/36R,2024-12-05,19
4074b2,2024-12-05 19:43:18.897,2024-12-05 19:43:26.079,2024-12-05 19:44:52.819,93.922,Medium 2 (between 34000 kg to 136000 kg),-3.576159043745561,40.49177654718948,-3.575659665194425,40.49200930837857,Z2,False,18R/36L,2024-12-05,19
490d09,2024-12-05 19:44:56.922,2024-12-05 19:45:21.292,2024-12-05 19:45:56.105,59.183,Medium 1 (between 7000 kg and 34000 kg),-3.560818758877841,40.49942275225106,-3.559289412064986,40.50034215894796,Y1,False,18L/36R,2024-12-05,19
06a1e6,2024-12-05 19:46:13.476,2024-12-05 19:46:23.171,2024-12-05 19:47:33.141,79.665,Heavy (larger than 136000 kg),-3.560943603515625,40.499473571777344,-3.5603818026455967,40.49952749478615,Y1,False,18L/36R,2024-12-05,19
344217,2024-12-05 19:47:42.021,2024-12-05 19:47:48.052,2024-12-05 19:48:34.932,52.911,Medium 2 (between 34000 kg to 136000 kg),-3.57611083984375,40.491920471191406,-3.575768904252486,40.492067498675844,Z2,False,18R/36L,2024-12-05,19
3420ca,2024-12-05 19:47:55.998,2024-12-05 19:48:11.979,2024-12-05 19:50:01.379,125.381,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49944602836997,-3.56036376953125,40.499507904052734,Y1,False,18L/36R,2024-12-05,19
347501,2024-12-05 19:49:16.260,2024-12-05 19:49:21.787,2024-12-05 19:50:26.792,70.532,Medium 2 (between 34000 kg to 136000 kg),-3.5761871337890625,40.49256134033203,-3.5757904052734375,40.492698669433594,Z4,False,18R/36L,2024-12-05,19
4cacdf,2024-12-05 19:48:41.636,2024-12-05 19:49:46.597,2024-12-05 19:51:25.746,164.11,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.499427795410156,-3.5603661970658735,40.49950421866724,Y1,False,18L/36R,2024-12-05,19
348212,2024-12-05 19:50:44.472,2024-12-05 19:50:58.506,2024-12-05 19:52:29.780,105.308,Medium 2 (between 34000 kg to 136000 kg),-3.5760345458984375,40.49179458618164,-3.5751495361328125,40.492149353027344,Z2,False,18R/36L,2024-12-05,19
342189,2024-12-05 19:50:29.132,2024-12-05 19:50:38.726,2024-12-05 19:52:47.340,138.208,Medium 2 (between 34000 kg to 136000 kg),-3.560927997935902,40.49948094254833,-3.560394287109375,40.49956512451172,Y1,False,18L/36R,2024-12-05,19
344449,2024-12-05 19:53:06.811,2024-12-05 19:53:12.201,2024-12-05 19:54:06.697,59.886,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.499473571777344,-3.5603661970658735,40.49952749478615,Y1,False,18L/36R,2024-12-05,19
4ca935,2024-12-05 19:56:22.507,2024-12-05 19:56:42.863,2024-12-05 19:57:58.072,95.565,Medium 2 (between 34000 kg to 136000 kg),-3.5729827880859375,40.491920471191406,-3.573506095192649,40.49191620390294,Z3,False,18R/36L,2024-12-05,19
4ca9aa,2024-12-05 19:59:24.640,2024-12-05 19:59:31.061,2024-12-05 20:00:17.890,53.25,Medium 2 (between 34000 kg to 136000 kg),-3.560943603515625,40.49941635131836,-3.5603349859064273,40.49950421866724,Y1,False,18L/36R,2024-12-05,20
400935,2024-12-05 19:59:36.989,2024-12-05 20:01:19.922,2024-12-05 20:02:59.702,202.713,Medium 2 (between 34000 kg to 136000 kg),-3.572906494140625,40.491851806640625,-3.573516845703125,40.491851806640625,Z3,True,18R/36L,2024-12-05,20
4cad3d,2024-12-05 20:03:33.708,2024-12-05 20:04:13.044,2024-12-05 20:05:55.059,141.351,Medium 2 (between 34000 kg to 136000 kg),-3.576174649325284,40.491788185248936,-3.5756378173828125,40.491966247558594,Z2,False,18R/36L,2024-12-05,20
394c0c,2024-12-05 20:04:40.894,2024-12-05 20:05:44.126,2024-12-05 20:07:25.105,164.211,Medium 2 (between 34000 kg to 136000 kg),-3.576171875,40.49186325073242,-3.575659665194425,40.492020946438025,Z2,True,18R/36L,2024-12-05,20
342091,2024-12-05 20:02:54.497,2024-12-05 20:07:16.303,2024-12-05 20:08:48.769,354.272,Medium 2 (between 34000 kg to 136000 kg),-3.576283888383345,40.49256793523239,-3.5757532986727627,40.4927425061242,Z4,True,18R/36L,2024-12-05,20
4ca8af,2024-12-05 20:06:43.859,2024-12-05 20:08:53.448,2024-12-05 20:10:27.291,223.432,High vortex aircraft,-3.576174649325284,40.49179982330839,-3.57568359375,40.49202346801758,Z2,True,18R/36L,2024-12-05,20
345583,2024-12-05 20:12:44.767,2024-12-05 20:12:51.314,2024-12-05 20:13:53.147,68.38,Medium 2 (between 34000 kg to 136000 kg),-3.560927997935902,40.49943439031051,-3.5603193803267046,40.49950421866724,Y1,False,18L/36R,2024-12-05,20
345688,2024-12-05 20:17:06.053,2024-12-05 20:17:35.689,2024-12-05 20:18:21.245,75.192,Medium 2 (between 34000 kg to 136000 kg),-3.560927997935902,40.49942275225106,-3.56036376953125,40.49949645996094,Y1,False,18L/36R,2024-12-05,20
495293,2024-12-05 20:22:56.693,2024-12-05 20:23:05.374,2024-12-05 20:23:59.551,62.858,Medium 2 (between 34000 kg to 136000 kg),-3.5761566162109375,40.49184036254883,-3.5757376930930396,40.492067498675844,Z2,False,18R/36L,2024-12-05,20
44001f,2024-12-05 20:24:08.737,2024-12-05 20:24:13.021,2024-12-05 20:25:32.380,83.643,Medium 2 (between 34000 kg to 136000 kg),-3.576019287109375,40.491943359375,-3.575722087513317,40.49205586061639,Z2,False,18R/36L,2024-12-05,20
896464,2024-12-05 20:26:51.169,2024-12-05 20:26:57.688,2024-12-05 20:27:55.417,64.248,Heavy (larger than 136000 kg),-3.5609130859375,40.50120162963867,-3.5603818026455967,40.50128484176377,Y3,False,18L/36R,2024-12-05,20
34810b,2024-12-05 07:20:50.486,2024-12-05 07:20:56.952,2024-12-05 20:28:17.187,47246.701,Medium 2 (between 34000 kg to 136000 kg),-3.537691289728338,40.472236245365465,-3.5372855446555396,40.47182891328456,KA6,False,18R/36L,2024-12-05,20
34810b,2024-12-05 07:22:25.789,2024-12-05 07:22:31.056,2024-12-05 20:28:17.187,47151.398,Medium 2 (between 34000 kg to 136000 kg),-3.536489660089666,40.46673144324351,-3.536895751953125,40.46649169921875,KA8,False,18R/36L,2024-12-05,20
34810b,2024-12-05 20:26:53.207,2024-12-05 20:27:08.471,2024-12-05 20:28:17.187,83.98,Medium 2 (between 34000 kg to 136000 kg),-3.57293701171875,40.49184036254883,-3.5735321044921875,40.49184036254883,Z3,False,18R/36L,2024-12-05,20
484555,2024-12-05 20:33:37.590,2024-12-05 20:33:42.586,2024-12-05 20:34:22.324,44.734,Medium 2 (between 34000 kg to 136000 kg),-3.5609283447265625,40.499427795410156,-3.5603790283203125,40.499507904052734,Y1,False,18L/36R,2024-12-05,20
406c71,2024-12-05 20:35:19.454,2024-12-05 20:35:28.707,2024-12-05 20:36:29.606,70.152,Medium 2 (between 34000 kg to 136000 kg),-3.57611083984375,40.491783142089844,-3.5756378173828125,40.49198913574219,Z2,False,18R/36L,2024-12-05,20
44cdd1,2024-12-05 20:37:27.524,2024-12-05 20:37:35.795,2024-12-05 20:38:23.446,55.922,Medium 2 (between 34000 kg to 136000 kg),-3.5761278325861148,40.49172999495167,-3.5756378173828125,40.49198913574219,Z2,False,18R/36L,2024-12-05,20
471f35,2024-12-05 20:39:12.605,2024-12-05 20:39:18.000,2024-12-05 20:39:58.407,45.802,Medium 2 (between 34000 kg to 136000 kg),-3.560896786776456,40.49943439031051,-3.5603349859064273,40.499515856726696,Y1,False,18L/36R,2024-12-05,20
