ICAO,ultimo_parado,despegue,tiempo_espera,aircraft_type,lat,lon,holding_point,fecha_despegue,hora_despegue,runway
34604c,2024-12-07 15:03:35.282,2024-12-07 15:04:41.229,65.947,Medium 2 (between 34000 kg to 136000 kg),40.49329376220703,-3.5746002197265625,Z4,2024-12-07,15,18R/36L
020111,2024-12-01 12:30:16.216,2024-12-01 12:31:37.167,80.951,Medium 2 (between 34000 kg to 136000 kg),40.49409484863281,-3.574615478515625,Z1,2024-12-01,12,18R/36L
34324e,2024-12-02 06:53:26.008,2024-12-02 06:54:44.155,78.147,Medium 2 (between 34000 kg to 136000 kg),40.506370673745366,-3.5592113841663706,Y1,2024-12-02,6,18L/36R
34324e,2024-12-03 11:16:31.005,2024-12-03 11:17:55.723,84.718,Medium 2 (between 34000 kg to 136000 kg),40.505859375,-3.559234619140625,Y1,2024-12-03,11,18L/36R
34324e,2024-12-03 15:06:56.119,2024-12-03 15:08:31.828,95.709,Medium 2 (between 34000 kg to 136000 kg),40.49900436401367,-3.5746612548828125,Z4,2024-12-03,15,18R/36L
34324e,2024-12-04 15:26:31.953,2024-12-04 15:28:42.505,130.552,Medium 2 (between 34000 kg to 136000 kg),40.49805450439453,-3.57464599609375,Z4,2024-12-04,15,18R/36L
34324e,2024-12-05 15:02:38.911,2024-12-05 15:04:25.076,106.165,Medium 2 (between 34000 kg to 136000 kg),40.49898050599179,-3.5746453025124287,Z4,2024-12-05,15,18R/36L
34324e,2024-12-06 11:16:08.498,2024-12-06 11:17:35.732,87.234,Medium 2 (between 34000 kg to 136000 kg),40.50544738769531,-3.5592193603515625,Y1,2024-12-06,11,18L/36R
34324e,2024-12-06 15:25:08.773,2024-12-06 15:26:37.237,88.464,Medium 2 (between 34000 kg to 136000 kg),40.506184464794096,-3.5592269897460938,Y1,2024-12-06,15,18L/36R
34324e,2024-12-07 15:39:38.408,2024-12-07 15:44:09.684,271.276,Medium 2 (between 34000 kg to 136000 kg),40.498736106743245,-3.5746453025124287,Z4,2024-12-07,15,18R/36L
3c65c8,2024-12-06 17:36:54.783,2024-12-06 17:38:22.696,87.913,Medium 2 (between 34000 kg to 136000 kg),40.50579071044922,-3.5592041015625,Y1,2024-12-06,17,18L/36R
4ca704,2024-12-05 10:19:18.876,2024-12-05 10:20:18.628,59.752,Medium 2 (between 34000 kg to 136000 kg),40.506385803222656,-3.5592193603515625,Y1,2024-12-05,10,18L/36R
4d220c,2024-12-02 12:31:54.089,2024-12-02 12:33:24.884,90.795,Medium 2 (between 34000 kg to 136000 kg),40.49135757704912,-3.554170781915838,K2,2024-12-02,12,14L/32R
4d220c,2024-12-04 15:50:17.417,2024-12-04 15:51:14.308,56.891,Medium 2 (between 34000 kg to 136000 kg),40.505427990929554,-3.5592113841663706,Y1,2024-12-04,15,18L/36R
346057,2024-12-01 12:35:06.123,2024-12-01 12:38:47.344,221.221,Heavy (larger than 136000 kg),40.498317136602886,-3.5746453025124287,Z3,2024-12-01,12,18R/36L
346057,2024-12-04 12:02:57.334,2024-12-04 12:04:43.588,106.254,Heavy (larger than 136000 kg),40.49722315901417,-3.5746453025124287,Z1,2024-12-04,12,18R/36L
346057,2024-12-05 16:05:51.947,2024-12-05 16:07:37.876,105.929,Heavy (larger than 136000 kg),40.49839782714844,-3.57464599609375,Z3,2024-12-05,16,18R/36L
346057,2024-12-06 16:32:18.988,2024-12-06 16:34:16.401,117.413,Heavy (larger than 136000 kg),40.49828222242452,-3.574660908092152,Z3,2024-12-06,16,18R/36L
4cafb5,2024-12-01 09:15:24.091,2024-12-01 09:18:03.468,159.377,Medium 2 (between 34000 kg to 136000 kg),40.49804946123543,-3.5746453025124287,Z2,2024-12-01,9,18R/36L
34134e,2024-12-03 06:40:19.017,2024-12-03 06:41:41.075,82.058,Medium 2 (between 34000 kg to 136000 kg),40.50527572631836,-3.5592193603515625,Y1,2024-12-03,6,18L/36R
34134e,2024-12-03 11:34:35.063,2024-12-03 11:36:29.207,114.144,Medium 2 (between 34000 kg to 136000 kg),40.505311610335006,-3.5592269897460938,Y1,2024-12-03,11,18L/36R
34134e,2024-12-04 08:14:01.683,2024-12-04 08:15:18.596,76.913,Medium 2 (between 34000 kg to 136000 kg),40.50409698486328,-3.5592193603515625,Y1,2024-12-04,8,18L/36R
34134e,2024-12-05 15:14:57.071,2024-12-05 15:17:56.465,179.394,Medium 2 (between 34000 kg to 136000 kg),40.50564911405919,-3.559242595325817,Y1,2024-12-05,15,18L/36R
34134e,2024-12-05 21:18:06.078,2024-12-05 21:20:30.846,144.768,Medium 2 (between 34000 kg to 136000 kg),40.5051383972168,-3.5592193603515625,Y1,2024-12-05,21,18L/36R
39990c,2024-12-01 08:37:46.210,2024-12-01 08:39:42.169,115.959,Medium 1 (between 7000 kg and 34000 kg),40.50735855102539,-3.5592193603515625,Y1,2024-12-01,8,18L/36R
34310d,2024-12-03 16:14:13.641,2024-12-03 16:16:23.796,130.155,High vortex aircraft,40.49766540527344,-3.574660908092152,Z1,2024-12-03,16,18R/36L
344216,2024-12-02 14:31:16.769,2024-12-02 14:33:02.490,105.721,Medium 2 (between 34000 kg to 136000 kg),40.50677800582627,-3.559242595325817,Y2,2024-12-02,14,18L/36R
344216,2024-12-04 06:25:24.587,2024-12-04 06:26:57.481,92.894,Medium 2 (between 34000 kg to 136000 kg),40.49812316894531,-3.574615478515625,Z2,2024-12-04,6,18R/36L
344216,2024-12-07 18:57:21.751,2024-12-07 19:00:47.118,205.367,Medium 2 (between 34000 kg to 136000 kg),40.49981689453125,-3.5746917724609375,Z4,2024-12-07,19,18R/36L
34640e,2024-12-03 11:24:58.969,2024-12-03 11:28:02.871,183.902,Heavy (larger than 136000 kg),40.49809601347325,-3.5746453025124287,Z3,2024-12-03,11,18R/36L
34640e,2024-12-04 11:43:22.023,2024-12-04 11:44:31.681,69.658,Heavy (larger than 136000 kg),40.49671108439817,-3.5746453025124287,Z1,2024-12-04,11,18R/36L
347287,2024-12-02 19:39:33.347,2024-12-02 19:41:21.065,107.718,Medium 2 (between 34000 kg to 136000 kg),40.50513703944319,-3.559242595325817,Y1,2024-12-02,19,18L/36R
347287,2024-12-03 16:19:09.591,2024-12-03 16:21:35.358,145.767,Medium 2 (between 34000 kg to 136000 kg),40.49785161422471,-3.5746453025124287,Z3,2024-12-03,16,18R/36L
347287,2024-12-04 19:55:22.809,2024-12-04 19:57:11.244,108.435,Medium 2 (between 34000 kg to 136000 kg),40.50539016723633,-3.5592498779296875,Y1,2024-12-04,19,18L/36R
347287,2024-12-06 20:54:06.111,2024-12-06 20:55:53.455,107.344,Medium 2 (between 34000 kg to 136000 kg),40.506385803222656,-3.5592041015625,Y3,2024-12-06,20,18L/36R
347287,2024-12-07 17:13:09.589,2024-12-07 17:14:30.940,81.351,Medium 2 (between 34000 kg to 136000 kg),40.49646668514963,-3.574629696932706,Z3,2024-12-07,17,18R/36L
0200eb,2024-12-06 18:58:22.903,2024-12-06 19:00:04.120,101.217,Medium 2 (between 34000 kg to 136000 kg),40.498154203770525,-3.574660908092152,Z3,2024-12-06,19,18R/36L
344455,2024-12-02 15:25:40.267,2024-12-02 15:27:11.691,91.424,Medium 2 (between 34000 kg to 136000 kg),40.50549781928628,-3.559242595325817,Y1,2024-12-02,15,18L/36R
344455,2024-12-03 19:39:55.729,2024-12-03 19:43:41.689,225.96,Medium 2 (between 34000 kg to 136000 kg),40.498661041259766,-3.5746612548828125,Z4,2024-12-03,19,18R/36L
344455,2024-12-04 11:53:05.463,2024-12-04 11:55:17.259,131.796,Medium 2 (between 34000 kg to 136000 kg),40.49773406982422,-3.57464599609375,Z4,2024-12-04,11,18R/36L
344455,2024-12-05 23:30:57.869,2024-12-05 23:33:37.664,159.795,Medium 2 (between 34000 kg to 136000 kg),40.49830549854343,-3.5746453025124287,Z4,2024-12-05,23,18R/36L
346350,2024-12-06 14:37:03.179,2024-12-06 14:39:19.922,136.743,Medium 2 (between 34000 kg to 136000 kg),40.50645446777344,-3.55926513671875,Y1,2024-12-06,14,18L/36R
4ba933,2024-12-03 17:10:45.462,2024-12-03 17:11:50.038,64.576,Heavy (larger than 136000 kg),40.50663757324219,-3.5592193603515625,Y1,2024-12-03,17,18L/36R
3442c9,2024-12-02 11:24:19.189,2024-12-02 11:27:18.792,179.603,Medium 2 (between 34000 kg to 136000 kg),40.48074366682667,-3.571805087002841,LA,2024-12-02,11,14R/32L
347245,2024-12-03 03:56:27.089,2024-12-03 03:58:34.556,127.467,Heavy (larger than 136000 kg),40.49660110473633,-3.5746307373046875,Z1,2024-12-03,3,18R/36L
347387,2024-12-01 11:43:08.372,2024-12-01 11:44:39.752,91.38,Heavy (larger than 136000 kg),40.4981689453125,-3.57464599609375,Z3,2024-12-01,11,18R/36L
347387,2024-12-02 12:01:46.036,2024-12-02 12:04:29.413,163.377,Heavy (larger than 136000 kg),40.4798698425293,-3.5709228515625,LE,2024-12-02,12,14R/32L
347387,2024-12-03 16:11:41.874,2024-12-03 16:14:21.602,159.728,Heavy (larger than 136000 kg),40.49824905395508,-3.57464599609375,Z3,2024-12-03,16,18R/36L
347387,2024-12-06 08:11:42.380,2024-12-06 08:13:18.346,95.966,Heavy (larger than 136000 kg),40.49806594848633,-3.57464599609375,Z3,2024-12-06,8,18R/36L
aa2ca9,2024-12-03 09:15:13.240,2024-12-03 09:16:41.544,88.304,Heavy (larger than 136000 kg),40.49715333065744,-3.5746453025124287,Z1,2024-12-03,9,18R/36L
4cad3d,2024-12-06 10:39:30.336,2024-12-06 10:41:14.805,104.469,Medium 2 (between 34000 kg to 136000 kg),40.49821472167969,-3.57464599609375,Z4,2024-12-06,10,18R/36L
4cad3d,2024-12-07 23:14:53.199,2024-12-07 23:17:51.093,177.894,Medium 2 (between 34000 kg to 136000 kg),40.49715333065744,-3.574629696932706,Z2,2024-12-07,23,18R/36L
e80200,2024-12-01 16:08:30.666,2024-12-01 16:12:19.830,229.164,Heavy (larger than 136000 kg),40.498809814453125,-3.57464599609375,Z3,2024-12-01,16,18R/36L
3461cb,2024-12-03 11:39:27.175,2024-12-03 11:41:00.670,93.495,Heavy (larger than 136000 kg),40.498107651532706,-3.574660908092152,Z3,2024-12-03,11,18R/36L
3461cb,2024-12-05 23:34:54.128,2024-12-05 23:37:12.509,138.381,Heavy (larger than 136000 kg),40.49725341796875,-3.5746612548828125,Z1,2024-12-05,23,18R/36L
3461cb,2024-12-07 12:04:13.630,2024-12-07 12:06:14.372,120.742,Heavy (larger than 136000 kg),40.4974250793457,-3.5746307373046875,Z3,2024-12-07,12,18R/36L
0100db,2024-12-07 12:40:31.927,2024-12-07 12:41:31.195,59.268,Medium 2 (between 34000 kg to 136000 kg),40.5062370300293,-3.5592041015625,Y1,2024-12-07,12,18L/36R
34758c,2024-12-01 15:24:28.383,2024-12-01 15:26:10.149,101.766,Medium 2 (between 34000 kg to 136000 kg),40.49942275225106,-3.574660908092152,Z4,2024-12-01,15,18R/36L
34758c,2024-12-02 15:50:19.964,2024-12-02 15:52:20.786,120.822,Medium 2 (between 34000 kg to 136000 kg),40.49807273735434,-3.574660908092152,Z4,2024-12-02,15,18R/36L
34758c,2024-12-04 20:17:12.255,2024-12-04 20:18:32.828,80.573,Medium 2 (between 34000 kg to 136000 kg),40.49816584182998,-3.574676513671875,Z4,2024-12-04,20,18R/36L
34758c,2024-12-05 11:24:39.333,2024-12-05 11:27:17.848,158.515,Medium 2 (between 34000 kg to 136000 kg),40.49841024107852,-3.5746453025124287,Z4,2024-12-05,11,18R/36L
34758c,2024-12-05 19:18:56.094,2024-12-05 19:20:44.323,108.229,Medium 2 (between 34000 kg to 136000 kg),40.4984917074947,-3.574660908092152,Z4,2024-12-05,19,18R/36L
34758c,2024-12-06 16:35:35.052,2024-12-06 16:36:25.782,50.73,Medium 2 (between 34000 kg to 136000 kg),40.49923324584961,-3.574676513671875,Z4,2024-12-06,16,18R/36L
406674,2024-12-05 13:52:06.586,2024-12-05 13:54:25.293,138.707,Medium 2 (between 34000 kg to 136000 kg),40.49800290899761,-3.574894991787997,Z3,2024-12-05,13,18R/36L
4d244a,2024-12-05 12:17:41.758,2024-12-05 12:23:47.240,365.482,Medium 2 (between 34000 kg to 136000 kg),40.49803782317598,-3.5746453025124287,Z2,2024-12-05,12,18R/36L
896186,2024-12-02 13:43:36.037,2024-12-02 13:45:20.899,104.862,Heavy (larger than 136000 kg),40.499542236328125,-3.5746307373046875,Z3,2024-12-02,13,18R/36L
49d2aa,2024-12-03 16:19:49.722,2024-12-03 16:21:16.501,86.779,Medium 1 (between 7000 kg and 34000 kg),40.50905227661133,-3.5592193603515625,Y2,2024-12-03,16,18L/36R
4ca802,2024-12-05 18:46:37.714,2024-12-05 18:51:03.768,266.054,Medium 2 (between 34000 kg to 136000 kg),40.49783706665039,-3.57470703125,Z2,2024-12-05,18,18R/36L
4ca814,2024-12-02 05:50:14.809,2024-12-02 05:51:39.849,85.04,Medium 2 (between 34000 kg to 136000 kg),40.49802017211914,-3.57464599609375,Z4,2024-12-02,5,18R/36L
4ca814,2024-12-02 11:56:31.290,2024-12-02 11:58:17.758,106.468,Medium 2 (between 34000 kg to 136000 kg),40.48040771484375,-3.5714569091796875,LA,2024-12-02,11,14R/32L
4ca814,2024-12-02 15:56:56.353,2024-12-02 15:58:59.596,123.243,Medium 2 (between 34000 kg to 136000 kg),40.497560662738344,-3.574660908092152,Z2,2024-12-02,15,18R/36L
4ca814,2024-12-03 07:25:02.205,2024-12-03 07:26:38.388,96.183,Medium 2 (between 34000 kg to 136000 kg),40.505823684951004,-3.5592269897460938,Y1,2024-12-03,7,18L/36R
3420cb,2024-12-01 15:07:14.877,2024-12-01 15:10:14.440,179.563,Medium 2 (between 34000 kg to 136000 kg),40.49821239406779,-3.574660908092152,Z4,2024-12-01,15,18R/36L
3420cb,2024-12-02 11:08:03.211,2024-12-02 11:09:44.263,101.052,Medium 2 (between 34000 kg to 136000 kg),40.48107147216797,-3.5721282958984375,LC,2024-12-02,11,14R/32L
3420cb,2024-12-03 08:23:09.085,2024-12-03 08:24:29.822,80.737,Medium 2 (between 34000 kg to 136000 kg),40.50581359863281,-3.559234619140625,Y1,2024-12-03,8,18L/36R
3420cb,2024-12-03 15:24:40.212,2024-12-03 15:27:11.700,151.488,Medium 2 (between 34000 kg to 136000 kg),40.49824905395508,-3.5746612548828125,Z4,2024-12-03,15,18R/36L
3420cb,2024-12-05 06:47:42.315,2024-12-05 06:49:42.841,120.526,Medium 2 (between 34000 kg to 136000 kg),40.505001068115234,-3.5592193603515625,Y1,2024-12-05,6,18L/36R
3420cb,2024-12-05 15:44:36.544,2024-12-05 15:46:08.219,91.675,Medium 2 (between 34000 kg to 136000 kg),40.506534576416016,-3.5592498779296875,Y3,2024-12-05,15,18L/36R
3420cb,2024-12-06 20:52:45.325,2024-12-06 20:54:15.109,89.784,Medium 2 (between 34000 kg to 136000 kg),40.50529861450195,-3.5592193603515625,Y1,2024-12-06,20,18L/36R
343694,2024-12-01 06:55:21.338,2024-12-01 06:57:13.179,111.841,Medium 2 (between 34000 kg to 136000 kg),40.49704858812235,-3.574660908092152,Z2,2024-12-01,6,18R/36L
343694,2024-12-02 20:52:39.853,2024-12-02 20:54:17.528,97.675,Medium 2 (between 34000 kg to 136000 kg),40.506393949864275,-3.5592269897460938,Y2,2024-12-02,20,18L/36R
343694,2024-12-03 15:26:56.795,2024-12-03 15:28:38.052,101.257,Medium 2 (between 34000 kg to 136000 kg),40.50645446777344,-3.5592193603515625,Y1,2024-12-03,15,18L/36R
343694,2024-12-04 08:15:01.321,2024-12-04 08:16:37.898,96.577,Medium 2 (between 34000 kg to 136000 kg),40.50453186035156,-3.559234619140625,Y1,2024-12-04,8,18L/36R
343694,2024-12-05 15:37:22.075,2024-12-05 15:39:08.146,106.071,Medium 2 (between 34000 kg to 136000 kg),40.50612258911133,-3.5592193603515625,Y1,2024-12-05,15,18L/36R
343694,2024-12-05 22:16:13.909,2024-12-05 22:19:31.479,197.57,Medium 2 (between 34000 kg to 136000 kg),40.49922490524033,-3.5746453025124287,Z4,2024-12-05,22,18R/36L
343694,2024-12-06 11:24:45.253,2024-12-06 11:27:19.327,154.074,Medium 2 (between 34000 kg to 136000 kg),40.497802734375,-3.57464599609375,Z4,2024-12-06,11,18R/36L
343694,2024-12-07 15:04:05.145,2024-12-07 15:06:42.921,157.776,Medium 2 (between 34000 kg to 136000 kg),40.50597381591797,-3.5592193603515625,Y1,2024-12-07,15,18L/36R
343694,2024-12-07 19:41:02.268,2024-12-07 19:42:51.796,109.528,Medium 2 (between 34000 kg to 136000 kg),40.50631248344809,-3.5592269897460938,Y1,2024-12-07,19,18L/36R
345299,2024-12-05 15:20:03.966,2024-12-05 15:21:47.064,103.098,Heavy (larger than 136000 kg),40.49853825973252,-3.5746453025124287,Z2,2024-12-05,15,18R/36L
345299,2024-12-07 15:04:36.410,2024-12-07 15:07:23.914,167.504,Heavy (larger than 136000 kg),40.49838638305664,-3.574615478515625,Z2,2024-12-07,15,18R/36L
485a35,2024-12-05 16:46:51.997,2024-12-05 16:47:48.756,56.759,Medium 2 (between 34000 kg to 136000 kg),40.49906197240797,-3.574660908092152,Z2,2024-12-05,16,18R/36L
4ca264,2024-12-02 06:43:01.794,2024-12-02 06:44:14.592,72.798,Medium 2 (between 34000 kg to 136000 kg),40.50640558792373,-3.5592113841663706,Y1,2024-12-02,6,18L/36R
4ca264,2024-12-02 13:17:07.974,2024-12-02 13:19:08.471,120.497,Medium 2 (between 34000 kg to 136000 kg),40.497928619384766,-3.57464599609375,Z2,2024-12-02,13,18R/36L
4ca264,2024-12-03 16:04:07.728,2024-12-03 16:06:31.955,144.227,Medium 2 (between 34000 kg to 136000 kg),40.497379302978516,-3.57464599609375,Z2,2024-12-03,16,18R/36L
4ca264,2024-12-04 16:02:18.961,2024-12-04 16:04:14.403,115.442,Medium 2 (between 34000 kg to 136000 kg),40.49839782714844,-3.57464599609375,Z2,2024-12-04,16,18R/36L
4ca264,2024-12-06 18:34:58.150,2024-12-06 18:37:32.619,154.469,Medium 2 (between 34000 kg to 136000 kg),40.4992561340332,-3.574676513671875,Z4,2024-12-06,18,18R/36L
3cdd21,2024-12-04 05:23:08.077,2024-12-04 05:24:54.239,106.162,Medium 1 (between 7000 kg and 34000 kg),40.497002035884535,-3.574629696932706,Z2,2024-12-04,5,18R/36L
4d2279,2024-12-02 23:31:50.565,2024-12-02 23:34:29.645,159.08,Medium 2 (between 34000 kg to 136000 kg),40.49749083438162,-3.574629696932706,Z2,2024-12-02,23,18R/36L
4d2279,2024-12-05 09:01:29.659,2024-12-05 09:02:50.702,81.043,Medium 2 (between 34000 kg to 136000 kg),40.506626711053364,-3.5592269897460938,Y1,2024-12-05,9,18L/36R
aa6ccb,2024-12-02 12:56:47.156,2024-12-02 12:58:56.078,128.922,Heavy (larger than 136000 kg),40.49729298737089,-3.574629696932706,Z3,2024-12-02,12,18R/36L
34538e,2024-12-02 14:27:19.367,2024-12-02 14:29:20.268,120.901,Medium 2 (between 34000 kg to 136000 kg),40.50640558792373,-3.559242595325817,Y1,2024-12-02,14,18L/36R
34538e,2024-12-03 14:16:35.236,2024-12-03 14:18:43.849,128.613,Medium 2 (between 34000 kg to 136000 kg),40.4990037821107,-3.574676513671875,Z2,2024-12-03,14,18R/36L
34538e,2024-12-03 18:16:50.410,2024-12-03 18:18:55.765,125.355,Medium 2 (between 34000 kg to 136000 kg),40.49860808808925,-3.574676513671875,Z2,2024-12-03,18,18R/36L
34538e,2024-12-04 14:37:22.507,2024-12-04 14:39:18.251,115.744,Medium 2 (between 34000 kg to 136000 kg),40.50669479370117,-3.5592041015625,Y1,2024-12-04,14,18L/36R
34538e,2024-12-06 06:02:41.054,2024-12-06 06:03:46.133,65.079,Medium 2 (between 34000 kg to 136000 kg),40.4991550768836,-3.5746453025124287,Z4,2024-12-06,6,18R/36L
34538e,2024-12-07 14:18:56.280,2024-12-07 14:20:55.542,119.262,Medium 2 (between 34000 kg to 136000 kg),40.498924255371094,-3.5746612548828125,Z2,2024-12-07,14,18R/36L
3474c8,2024-12-02 10:16:37.010,2024-12-02 10:18:25.865,108.855,Heavy (larger than 136000 kg),40.4806022644043,-3.5716552734375,LE,2024-12-02,10,14R/32L
3474c8,2024-12-04 10:18:28.957,2024-12-04 10:22:01.789,212.832,Heavy (larger than 136000 kg),40.496955483646715,-3.5746453025124287,Z3,2024-12-04,10,18R/36L
3474c8,2024-12-05 14:29:59.881,2024-12-05 14:31:43.776,103.895,Heavy (larger than 136000 kg),40.4986197261487,-3.574660908092152,Z3,2024-12-05,14,18R/36L
346147,2024-12-03 19:36:07.719,2024-12-03 19:38:06.127,118.408,Medium 2 (between 34000 kg to 136000 kg),40.505126953125,-3.5592193603515625,Y1,2024-12-03,19,18L/36R
346147,2024-12-04 16:12:12.564,2024-12-04 16:16:17.169,244.605,Medium 2 (between 34000 kg to 136000 kg),40.49765396118164,-3.5746002197265625,Z3,2024-12-04,16,18R/36L
345204,2024-12-02 10:00:18.000,2024-12-02 10:01:29.656,71.656,Medium 2 (between 34000 kg to 136000 kg),40.49175327107058,-3.5546077381480825,K1,2024-12-02,10,14L/32R
345204,2024-12-02 18:54:28.216,2024-12-02 18:56:10.945,102.729,Medium 2 (between 34000 kg to 136000 kg),40.504776259600106,-3.5592269897460938,Y1,2024-12-02,18,18L/36R
345204,2024-12-05 15:40:40.710,2024-12-05 15:41:52.357,71.647,Medium 2 (between 34000 kg to 136000 kg),40.5059284274861,-3.559242595325817,Y1,2024-12-05,15,18L/36R
3455d7,2024-12-06 15:34:24.769,2024-12-06 15:35:28.762,63.993,Medium 2 (between 34000 kg to 136000 kg),40.5069465637207,-3.5594024658203125,Y3,2024-12-06,15,18L/36R
3455d7,2024-12-06 19:49:29.211,2024-12-06 19:50:59.818,90.607,Medium 2 (between 34000 kg to 136000 kg),40.50640869140625,-3.5594024658203125,Y2,2024-12-06,19,18L/36R
30095a,2024-12-02 15:46:10.520,2024-12-02 15:48:36.020,145.5,Medium 1 (between 7000 kg and 34000 kg),40.497711181640625,-3.5746612548828125,Z2,2024-12-02,15,18R/36L
4d217a,2024-12-05 12:24:05.399,2024-12-05 12:25:41.519,96.12,Medium 1 (between 7000 kg and 34000 kg),40.50606808419955,-3.5592113841663706,Y1,2024-12-05,12,18L/36R
aaa6e4,2024-12-05 14:40:41.908,2024-12-05 14:41:56.521,74.613,Heavy (larger than 136000 kg),40.498809814453125,-3.57464599609375,Z3,2024-12-05,14,18R/36L
aaa6e4,2024-12-06 16:17:52.849,2024-12-06 16:29:27.024,694.175,Heavy (larger than 136000 kg),40.49885248733779,-3.574676513671875,Z1,2024-12-06,16,18R/36L
344446,2024-12-02 10:04:35.286,2024-12-02 10:06:28.500,113.214,Medium 2 (between 34000 kg to 136000 kg),40.48095703125,-3.572021484375,LA,2024-12-02,10,14R/32L
344446,2024-12-02 13:52:10.658,2024-12-02 13:53:33.452,82.794,Medium 2 (between 34000 kg to 136000 kg),40.50611114501953,-3.5592498779296875,Y1,2024-12-02,13,18L/36R
344446,2024-12-02 19:34:01.712,2024-12-02 19:36:28.535,146.823,Medium 2 (between 34000 kg to 136000 kg),40.497859954833984,-3.574676513671875,Z2,2024-12-02,19,18R/36L
344446,2024-12-06 13:57:09.181,2024-12-06 13:58:55.130,105.949,Medium 2 (between 34000 kg to 136000 kg),40.50630084538864,-3.5592269897460938,Y1,2024-12-06,13,18L/36R
346458,2024-12-01 06:15:12.400,2024-12-01 06:16:43.117,90.717,Medium 2 (between 34000 kg to 136000 kg),40.49704858812235,-3.574629696932706,Z3,2024-12-01,6,18R/36L
346458,2024-12-02 15:21:15.068,2024-12-02 15:22:46.155,91.087,Medium 2 (between 34000 kg to 136000 kg),40.50546290510792,-3.5592113841663706,Y1,2024-12-02,15,18L/36R
346458,2024-12-03 15:44:58.846,2024-12-03 15:46:10.818,71.972,Medium 2 (between 34000 kg to 136000 kg),40.49865464032706,-3.5746453025124287,Z4,2024-12-03,15,18R/36L
346458,2024-12-04 06:26:46.149,2024-12-04 06:28:35.263,109.114,Medium 2 (between 34000 kg to 136000 kg),40.498270584365066,-3.5746453025124287,Z4,2024-12-04,6,18R/36L
346458,2024-12-05 06:17:38.345,2024-12-05 06:19:14.200,95.855,Medium 2 (between 34000 kg to 136000 kg),40.497928619384766,-3.5746307373046875,Z4,2024-12-05,6,18R/36L
346458,2024-12-05 16:48:59.023,2024-12-05 16:50:39.268,100.245,Medium 2 (between 34000 kg to 136000 kg),40.49771195751126,-3.574660908092152,Z3,2024-12-05,16,18R/36L
40624e,2024-12-01 11:10:29.969,2024-12-01 11:11:23.062,53.093,Medium 2 (between 34000 kg to 136000 kg),40.50542449951172,-3.55938720703125,Y2,2024-12-01,11,18L/36R
3453cc,2024-12-04 14:35:53.701,2024-12-04 14:38:24.879,151.178,Medium 2 (between 34000 kg to 136000 kg),40.49920162912142,-3.574660908092152,Z4,2024-12-04,14,18R/36L
3453cc,2024-12-05 05:58:02.845,2024-12-05 05:59:45.516,102.671,Medium 2 (between 34000 kg to 136000 kg),40.49876403808594,-3.57464599609375,Z4,2024-12-05,5,18R/36L
3453cc,2024-12-05 09:38:54.482,2024-12-05 09:44:20.564,326.082,Medium 2 (between 34000 kg to 136000 kg),40.49662961798199,-3.574629696932706,Z2,2024-12-05,9,18R/36L
3453cc,2024-12-05 14:44:24.345,2024-12-05 14:46:56.566,152.221,Medium 2 (between 34000 kg to 136000 kg),40.506797790527344,-3.559234619140625,Y1,2024-12-05,14,18L/36R
3453cc,2024-12-07 14:21:47.475,2024-12-07 14:24:20.663,153.188,Medium 2 (between 34000 kg to 136000 kg),40.498712830624335,-3.574660908092152,Z2,2024-12-07,14,18R/36L
4400dc,2024-12-05 23:06:26.442,2024-12-05 23:09:05.703,159.261,Medium 2 (between 34000 kg to 136000 kg),40.49694384558726,-3.574816963889382,Z2,2024-12-05,23,18R/36L
4400dc,2024-12-07 10:31:58.976,2024-12-07 10:32:57.599,58.623,Medium 2 (between 34000 kg to 136000 kg),40.49710464477539,-3.5748291015625,Z2,2024-12-07,10,18R/36L
738054,2024-12-03 11:33:11.728,2024-12-03 11:34:56.520,104.792,Medium 2 (between 34000 kg to 136000 kg),40.50626593121027,-3.5592269897460938,Y2,2024-12-03,11,18L/36R
345218,2024-12-04 09:39:25.024,2024-12-04 09:41:14.391,109.367,Medium 2 (between 34000 kg to 136000 kg),40.50511376332428,-3.5592269897460938,Y1,2024-12-04,9,18L/36R
345218,2024-12-05 16:14:18.894,2024-12-05 16:16:02.037,103.143,Medium 2 (between 34000 kg to 136000 kg),40.5000114440918,-3.574676513671875,Z4,2024-12-05,16,18R/36L
345218,2024-12-06 06:48:08.132,2024-12-06 06:50:42.273,154.141,Medium 2 (between 34000 kg to 136000 kg),40.49846649169922,-3.5746612548828125,Z2,2024-12-06,6,18R/36L
06a136,2024-12-07 15:02:51.485,2024-12-07 15:04:19.552,88.067,Heavy (larger than 136000 kg),40.50628920732918,-3.5592113841663706,Y2,2024-12-07,15,18L/36R
4b3778,2024-12-04 09:23:45.821,2024-12-04 09:25:04.017,78.196,Medium 1 (between 7000 kg and 34000 kg),40.505381438691735,-3.5592269897460938,Y1,2024-12-04,9,18L/36R
06a1bb,2024-12-01 14:32:05.188,2024-12-01 14:33:58.214,113.026,Heavy (larger than 136000 kg),40.50649869239936,-3.5592269897460938,Y2,2024-12-01,14,18L/36R
347692,2024-12-04 14:26:44.232,2024-12-04 14:28:53.119,128.887,Heavy (larger than 136000 kg),40.49870119256488,-3.574660908092152,Z2,2024-12-04,14,18R/36L
