icao,hour,day,on_ground_min,on_ground_max,ground,flying
346204,10,6,0.0,0.0,1.0,0.0
39E4AC,10,6,0.0,0.0,1.0,0.0
342353,10,6,1.0,1.0,0.0,1.0
4080E2,10,6,0.0,0.0,1.0,0.0
4CAC55,10,6,0.0,0.0,1.0,0.0
4B18F4,10,6,0.0,0.0,1.0,0.0
4951D6,10,6,0.0,0.0,1.0,0.0
3451CF,10,6,0.0,0.0,1.0,0.0
346310,10,6,0.0,0.0,1.0,0.0
345388,10,6,0.0,1.0,1.0,1.0
34644E,10,6,0.0,0.0,1.0,0.0
440CBF,10,6,0.0,0.0,1.0,0.0
0200AE,11,6,0.0,0.0,1.0,0.0
48CB15,11,6,0.0,0.0,1.0,0.0
342107,11,6,0.0,0.0,1.0,0.0
440CBF,11,6,0.0,0.0,1.0,0.0
4D234F,11,6,0.0,0.0,1.0,0.0
343694,11,6,0.0,0.0,1.0,0.0
347692,11,6,0.0,0.0,1.0,0.0
407797,11,6,0.0,0.0,1.0,0.0
39C421,11,6,0.0,0.0,1.0,0.0
3C6475,11,6,0.0,0.0,1.0,0.0
4CA760,11,6,0.0,0.0,1.0,0.0
348213,11,6,0.0,0.0,1.0,0.0
346107,11,6,0.0,0.0,1.0,0.0
4ACA0B,12,6,0.0,0.0,1.0,0.0
347692,12,6,0.0,0.0,1.0,0.0
4CA258,12,6,0.0,0.0,1.0,0.0
495039,12,6,0.0,0.0,1.0,0.0
34538D,12,6,0.0,0.0,1.0,0.0
344218,12,6,0.0,0.0,1.0,0.0
44D071,12,6,0.0,0.0,1.0,0.0
4CAE4C,12,6,0.0,0.0,1.0,0.0
48AF0F,12,6,0.0,0.0,1.0,0.0
406AE9,12,6,0.0,0.0,1.0,0.0
AABF87,12,6,0.0,0.0,1.0,0.0
3420CA,12,6,0.0,0.0,1.0,0.0
4CA264,12,6,0.0,0.0,1.0,0.0
347386,13,6,0.0,0.0,1.0,0.0
347518,13,6,0.0,0.0,1.0,0.0
39DE46,13,6,0.0,0.0,1.0,0.0
AABF87,13,6,0.0,0.0,1.0,0.0
495306,13,6,0.0,0.0,1.0,0.0
495213,20,4,0.0,0.0,1.0,0.0
4866E0,20,4,0.0,0.0,1.0,0.0
4CAD3B,20,4,0.0,0.0,1.0,0.0
4951D9,21,4,0.0,0.0,1.0,0.0
347312,21,4,0.0,0.0,1.0,0.0
4866E0,21,4,0.0,0.0,1.0,0.0
4951D8,21,4,0.0,0.0,1.0,0.0
3991E8,21,4,0.0,0.0,1.0,0.0
344416,21,4,0.0,0.0,1.0,0.0
345204,21,4,0.0,0.0,1.0,0.0
3C6541,22,4,0.0,0.0,1.0,0.0
4CA8E7,22,4,0.0,0.0,1.0,0.0
484F18,22,4,0.0,0.0,1.0,0.0
347386,23,4,0.0,0.0,1.0,0.0
342353,1,5,1.0,1.0,0.0,1.0
342352,2,5,1.0,1.0,0.0,1.0
440BCA,2,5,0.0,0.0,1.0,0.0
3965AA,3,5,0.0,0.0,1.0,0.0
342353,3,5,1.0,1.0,0.0,1.0
39CF0C,3,5,0.0,0.0,1.0,0.0
344115,3,5,1.0,1.0,0.0,1.0
A9FA04,3,5,0.0,0.0,1.0,0.0
4CAE1B,3,5,1.0,1.0,0.0,1.0
4D2259,5,5,0.0,0.0,1.0,0.0
896441,5,5,0.0,0.0,1.0,0.0
344304,5,5,0.0,0.0,1.0,0.0
000000,5,5,1.0,1.0,0.0,1.0
34750A,5,5,0.0,0.0,1.0,0.0
3451DA,6,5,0.0,0.0,1.0,0.0
345543,6,5,0.0,0.0,1.0,0.0
342091,6,5,0.0,0.0,1.0,0.0
3C666A,6,5,0.0,0.0,1.0,0.0
4951D8,6,5,0.0,0.0,1.0,0.0
34250A,6,5,0.0,0.0,1.0,0.0
34604C,6,5,0.0,0.0,1.0,0.0
345205,7,5,0.0,0.0,1.0,0.0
48C22D,15,5,0.0,0.0,1.0,0.0
345558,15,5,0.0,0.0,1.0,0.0
4D2371,15,5,0.0,0.0,1.0,0.0
485A82,15,5,0.0,0.0,1.0,0.0
34134E,15,5,0.0,0.0,1.0,0.0
48C2A2,15,5,0.0,0.0,1.0,0.0
345695,15,5,0.0,0.0,1.0,0.0
34368C,15,5,0.0,0.0,1.0,0.0
344445,15,5,0.0,0.0,1.0,0.0
3415CF,15,5,0.0,0.0,1.0,0.0
392AEF,16,5,0.0,0.0,1.0,0.0
344115,16,5,1.0,1.0,0.0,1.0
34368C,16,5,0.0,0.0,1.0,0.0
346499,16,5,0.0,0.0,1.0,0.0
39A56F,16,5,0.0,0.0,1.0,0.0
4AB5AE,16,5,0.0,0.0,1.0,0.0
49520F,16,5,0.0,0.0,1.0,0.0
3423C3,16,5,0.0,0.0,1.0,0.0
342398,16,5,0.0,0.0,1.0,0.0
4CACE0,16,5,0.0,0.0,1.0,0.0
4BB28D,16,5,0.0,0.0,1.0,0.0
485A35,16,5,0.0,0.0,1.0,0.0
502D43,17,5,0.0,0.0,1.0,0.0
346155,17,5,0.0,0.0,1.0,0.0
34738C,17,5,0.0,0.0,1.0,0.0
40097F,17,5,0.0,0.0,1.0,0.0
344115,17,5,1.0,1.0,0.0,1.0
4CAC84,17,5,0.0,0.0,1.0,0.0
495215,17,5,0.0,0.0,1.0,0.0
501C16,17,5,0.0,0.0,1.0,0.0
4CADE3,18,5,0.0,0.0,1.0,0.0
39856F,18,5,0.0,0.0,1.0,0.0
4B1A2B,18,5,0.0,0.0,1.0,0.0
4CA7B3,18,5,0.0,0.0,1.0,0.0
345645,18,5,0.0,0.0,1.0,0.0
408051,18,5,0.0,0.0,1.0,0.0
4CA704,18,5,0.0,0.0,1.0,0.0
4D245F,18,5,0.0,0.0,1.0,0.0
471F77,18,5,0.0,0.0,1.0,0.0
4CAE4B,19,5,0.0,0.0,1.0,0.0
39D304,9,4,0.0,0.0,1.0,0.0
344498,9,4,0.0,0.0,1.0,0.0
34728A,9,4,0.0,0.0,1.0,0.0
346692,9,4,0.0,0.0,1.0,0.0
3480C3,9,4,0.0,0.0,1.0,0.0
34554D,9,4,0.0,0.0,1.0,0.0
347307,9,4,0.0,0.0,1.0,0.0
493296,9,4,0.0,0.0,1.0,0.0
AAF828,9,4,0.0,1.0,1.0,1.0
34750B,9,4,0.0,0.0,1.0,0.0
3C8502,10,4,0.0,0.0,1.0,0.0
4952CE,10,4,0.0,0.0,1.0,0.0
3452C3,10,4,0.0,0.0,1.0,0.0
346107,10,4,0.0,0.0,1.0,0.0
4D241F,10,4,0.0,0.0,1.0,0.0
4B1613,10,4,0.0,0.0,1.0,0.0
344545,10,4,0.0,0.0,1.0,0.0
4CAD10,10,4,0.0,0.0,1.0,0.0
A8DEDA,10,4,0.0,0.0,1.0,0.0
3C7982,10,4,0.0,0.0,1.0,0.0
4D0290,11,4,0.0,0.0,1.0,0.0
4CAC8E,11,4,0.0,0.0,1.0,0.0
4010EA,11,4,0.0,0.0,1.0,0.0
4CADFA,11,4,0.0,0.0,1.0,0.0
347692,11,4,0.0,0.0,1.0,0.0
493285,11,4,0.0,0.0,1.0,0.0
AC7060,11,4,0.0,0.0,1.0,0.0
E48BA8,12,4,0.0,0.0,1.0,0.0
3453C1,12,4,0.0,0.0,1.0,0.0
34568A,12,4,0.0,0.0,1.0,0.0
C05840,12,4,0.0,0.0,1.0,0.0
4D2248,12,4,0.0,0.0,1.0,0.0
44CDCF,12,4,0.0,0.0,1.0,0.0
3442C4,12,4,0.0,0.0,1.0,0.0
347555,12,4,0.0,0.0,1.0,0.0
3C56F0,12,4,0.0,0.0,1.0,0.0
AACE63,12,4,0.0,0.0,1.0,0.0
48C220,12,4,0.0,0.0,1.0,0.0
495146,12,4,0.0,0.0,1.0,0.0
343141,12,4,0.0,0.0,1.0,0.0
3445D4,12,4,0.0,0.0,1.0,0.0
34629A,12,4,0.0,0.0,1.0,0.0
40756A,14,3,0.0,0.0,1.0,0.0
345681,14,3,0.0,0.0,1.0,0.0
4951D3,14,3,0.0,0.0,1.0,0.0
347658,14,3,0.0,0.0,1.0,0.0
440C33,14,3,0.0,0.0,1.0,0.0
343385,14,3,0.0,0.0,1.0,0.0
06A064,14,3,0.0,0.0,1.0,0.0
346547,14,3,0.0,0.0,1.0,0.0
4951D9,15,3,0.0,0.0,1.0,0.0
4D2270,15,3,0.0,0.0,1.0,0.0
3C6461,15,3,0.0,0.0,1.0,0.0
40762C,15,3,0.0,0.0,1.0,0.0
02008B,15,3,0.0,0.0,1.0,0.0
4D2263,15,3,0.0,0.0,1.0,0.0
347499,15,3,0.0,0.0,1.0,0.0
4D245A,15,3,0.0,0.0,1.0,0.0
3455D5,15,3,0.0,0.0,1.0,0.0
346458,15,3,0.0,0.0,1.0,0.0
4D201F,15,3,0.0,0.0,1.0,0.0
495217,16,3,0.0,0.0,1.0,0.0
45D069,16,3,0.0,0.0,1.0,0.0
345207,16,3,0.0,0.0,1.0,0.0
345695,16,3,0.0,0.0,1.0,0.0
347387,16,3,0.0,0.0,1.0,0.0
3965AA,16,3,0.0,0.0,1.0,0.0
4AC9C4,16,3,0.0,0.0,1.0,0.0
44CDCA,16,3,0.0,0.0,1.0,0.0
3C66B8,17,3,0.0,0.0,1.0,0.0
3C0ACB,17,3,0.0,0.0,1.0,0.0
39C8A9,17,3,1.0,1.0,0.0,1.0
34134E,17,3,0.0,0.0,1.0,0.0
495210,17,3,0.0,0.0,1.0,0.0
4D2246,18,3,0.0,0.0,1.0,0.0
34761A,18,3,0.0,0.0,1.0,0.0
3CC57D,8,2,0.0,0.0,1.0,0.0
344696,8,2,0.0,0.0,1.0,0.0
341682,8,2,0.0,0.0,1.0,0.0
347297,9,2,0.0,0.0,1.0,0.0
3420CC,9,2,0.0,0.0,1.0,0.0
347288,9,2,0.0,0.0,1.0,0.0
344195,9,2,0.0,0.0,1.0,0.0
89653A,9,2,0.0,0.0,1.0,0.0
3480C3,9,2,0.0,0.0,1.0,0.0
4CADBC,9,2,0.0,0.0,1.0,0.0
4CA9CF,9,2,0.0,0.0,1.0,0.0
34150E,10,2,0.0,0.0,1.0,0.0
3452C2,10,2,0.0,0.0,1.0,0.0
34750B,10,2,0.0,0.0,1.0,0.0
4CA566,10,2,0.0,0.0,1.0,0.0
45AB4B,10,2,0.0,0.0,1.0,0.0
34134E,10,2,0.0,0.0,1.0,0.0
343385,11,2,0.0,0.0,1.0,0.0
4077BA,11,2,0.0,0.0,1.0,0.0
407739,11,2,0.0,0.0,1.0,0.0
495297,11,2,0.0,0.0,1.0,0.0
4AC9C4,11,2,0.0,0.0,1.0,0.0
345686,11,2,0.0,0.0,1.0,0.0
347307,11,2,0.0,0.0,1.0,0.0
345687,19,2,0.0,0.0,1.0,0.0
495145,20,2,0.0,0.0,1.0,0.0
40097F,20,2,0.0,0.0,1.0,0.0
495290,20,2,0.0,0.0,1.0,0.0
4951D6,20,2,0.0,0.0,1.0,0.0
34604B,20,2,0.0,1.0,1.0,1.0
4CAC89,20,2,0.0,0.0,1.0,0.0
4CAC1F,20,2,0.0,0.0,1.0,0.0
408064,20,2,0.0,0.0,1.0,0.0
341682,20,2,0.0,0.0,1.0,0.0
346204,21,2,0.0,0.0,1.0,0.0
4ACA08,21,2,0.0,0.0,1.0,0.0
4CAE4A,21,2,0.0,0.0,1.0,0.0
4CAFB3,21,2,0.0,0.0,1.0,0.0
345686,21,2,0.0,0.0,1.0,0.0
484164,22,2,0.0,0.0,1.0,0.0
4CA566,22,2,0.0,0.0,1.0,0.0
344305,23,2,0.0,0.0,1.0,0.0
344115,0,3,1.0,1.0,0.0,1.0
408033,11,1,0.0,0.0,1.0,0.0
347388,12,1,0.0,0.0,1.0,0.0
44A0C8,12,1,0.0,0.0,1.0,0.0
344344,12,1,0.0,0.0,1.0,0.0
486802,12,1,0.0,0.0,1.0,0.0
4CAC53,12,1,0.0,0.0,1.0,0.0
34750A,12,1,0.0,0.0,1.0,0.0
344307,12,1,0.0,0.0,1.0,0.0
345686,12,1,0.0,0.0,1.0,0.0
5084C5,13,1,0.0,0.0,1.0,0.0
3420CB,13,1,0.0,0.0,1.0,0.0
495148,13,1,0.0,0.0,1.0,0.0
4951D1,13,1,0.0,0.0,1.0,0.0
4400F3,13,1,0.0,0.0,1.0,0.0
4CA801,13,1,0.0,0.0,1.0,0.0
3C54A3,13,1,0.0,0.0,1.0,0.0
3C56F2,13,1,0.0,0.0,1.0,0.0
440CB1,13,1,0.0,0.0,1.0,0.0
4951CC,14,1,0.0,0.0,1.0,0.0
3442CC,14,1,0.0,0.0,1.0,0.0
4408C9,14,1,0.0,0.0,1.0,0.0
3460CF,14,1,0.0,0.0,1.0,0.0
3C49CB,15,1,0.0,0.0,1.0,0.0
4951D7,15,1,0.0,0.0,1.0,0.0
4CA763,11,7,0.0,0.0,1.0,0.0
346045,11,7,0.0,0.0,1.0,0.0
7811A4,11,7,0.0,1.0,1.0,1.0
4010EA,11,7,0.0,0.0,1.0,0.0
346107,11,7,0.0,0.0,1.0,0.0
3455C1,11,7,0.0,0.0,1.0,0.0
34660D,11,7,0.0,0.0,1.0,0.0
3472C9,12,7,0.0,0.0,1.0,0.0
348212,12,7,0.0,0.0,1.0,0.0
4010EA,12,7,0.0,0.0,1.0,0.0
502CE4,12,7,0.0,0.0,1.0,0.0
347309,12,7,0.0,0.0,1.0,0.0
4CA84C,12,7,0.0,0.0,1.0,0.0
495211,12,7,0.0,0.0,1.0,0.0
34250A,12,7,0.0,0.0,1.0,0.0
39DE42,12,7,0.0,0.0,1.0,0.0
4CAE4A,12,7,0.0,0.0,1.0,0.0
3C664F,12,7,0.0,0.0,1.0,0.0
4BC84F,13,7,0.0,0.0,1.0,0.0
4D2256,13,7,0.0,0.0,1.0,0.0
4CA703,13,7,0.0,0.0,1.0,0.0
501C16,13,7,0.0,0.0,1.0,0.0
342059,13,7,0.0,0.0,1.0,0.0
344481,13,7,0.0,0.0,1.0,0.0
4ACA0D,13,7,0.0,0.0,1.0,0.0
343385,13,7,0.0,0.0,1.0,0.0
4CA73B,14,7,0.0,0.0,1.0,0.0
3430CD,14,7,0.0,0.0,1.0,0.0
40095D,14,7,0.0,0.0,1.0,0.0
4951CC,14,7,0.0,0.0,1.0,0.0
3C4969,13,6,0.0,0.0,1.0,0.0
346613,13,6,0.0,0.0,1.0,0.0
406B6D,13,6,0.0,0.0,1.0,0.0
3964F1,14,6,0.0,0.0,1.0,0.0
392AEC,14,6,0.0,0.0,1.0,0.0
49526B,14,6,0.0,0.0,1.0,0.0
34440B,14,6,0.0,0.0,1.0,0.0
3006BA,14,6,0.0,0.0,1.0,0.0
484416,14,6,0.0,0.0,1.0,0.0
3C66B7,14,6,0.0,0.0,1.0,0.0
3C65D0,14,6,0.0,0.0,1.0,0.0
343618,14,6,0.0,0.0,1.0,0.0
34629A,14,6,0.0,0.0,1.0,0.0
06A069,14,6,0.0,0.0,1.0,0.0
49530C,14,6,0.0,0.0,1.0,0.0
343159,14,6,0.0,0.0,1.0,0.0
4D226F,15,6,0.0,0.0,1.0,0.0
342352,15,6,1.0,1.0,0.0,1.0
34644C,15,6,0.0,0.0,1.0,0.0
343141,16,6,0.0,0.0,1.0,0.0
343506,16,6,0.0,0.0,1.0,0.0
34134E,16,6,0.0,0.0,1.0,0.0
39348E,16,6,0.0,0.0,1.0,0.0
020175,16,6,0.0,0.0,1.0,0.0
3C79BA,16,6,0.0,0.0,1.0,0.0
4CA264,16,6,0.0,0.0,1.0,0.0
4D225C,16,6,0.0,0.0,1.0,0.0
34568C,16,6,0.0,0.0,1.0,0.0
34250A,17,6,0.0,0.0,1.0,0.0
345686,17,6,0.0,0.0,1.0,0.0
4CA564,17,6,0.0,0.0,1.0,0.0
4D2449,17,6,0.0,0.0,1.0,0.0
4CA760,17,6,0.0,0.0,1.0,0.0
4CA6A6,17,6,0.0,0.0,1.0,0.0
4CA704,17,6,0.0,0.0,1.0,0.0
4CAD29,18,6,0.0,0.0,1.0,0.0
505D99,18,6,0.0,0.0,1.0,0.0
494107,18,6,0.0,0.0,1.0,0.0
408000,18,6,0.0,0.0,1.0,0.0
4CA566,18,6,0.0,0.0,1.0,0.0
471EFF,18,6,0.0,0.0,1.0,0.0
3474CB,18,6,0.0,0.0,1.0,0.0
495298,18,6,0.0,0.0,1.0,0.0
34448D,18,6,0.0,0.0,1.0,0.0
342210,18,6,0.0,0.0,1.0,0.0
344157,19,6,0.0,0.0,1.0,0.0
4CA564,19,6,0.0,0.0,1.0,0.0
4952C2,19,6,0.0,0.0,1.0,0.0
344501,19,6,0.0,0.0,1.0,0.0
4CA704,20,6,0.0,0.0,1.0,0.0
346458,20,6,0.0,0.0,1.0,0.0
4952C2,20,6,0.0,0.0,1.0,0.0
4CADBF,20,6,0.0,0.0,1.0,0.0
3C70B6,20,6,0.0,0.0,1.0,0.0
345215,20,6,0.0,0.0,1.0,0.0
4952C4,20,6,0.0,0.0,1.0,0.0
4D234E,20,6,0.0,0.0,1.0,0.0
347553,20,6,0.0,0.0,1.0,0.0
347501,20,6,0.0,0.0,1.0,0.0
452122,20,6,0.0,0.0,1.0,0.0
408034,11,5,0.0,0.0,1.0,0.0
344213,11,5,0.0,0.0,1.0,0.0
3482D9,11,5,0.0,0.0,1.0,0.0
40717E,11,5,0.0,0.0,1.0,0.0
3480D0,11,5,0.0,0.0,1.0,0.0
347259,12,5,0.0,0.0,1.0,0.0
4CAEB8,12,5,0.0,0.0,1.0,0.0
40796C,12,5,0.0,0.0,1.0,0.0
40600D,12,5,0.0,0.0,1.0,0.0
49D116,12,5,0.0,0.0,1.0,0.0
34635A,12,5,0.0,0.0,1.0,0.0
4BB1ED,12,5,0.0,0.0,1.0,0.0
407AC1,12,5,0.0,0.0,1.0,0.0
34134D,12,5,0.0,0.0,1.0,0.0
4405B6,12,5,0.0,0.0,1.0,0.0
0200CB,12,5,0.0,0.0,1.0,0.0
34660B,12,5,0.0,0.0,1.0,0.0
345359,12,5,0.0,0.0,1.0,0.0
4070E2,12,5,0.0,0.0,1.0,0.0
4CA25B,12,5,0.0,0.0,1.0,0.0
3C542E,12,5,0.0,0.0,1.0,0.0
0200CA,12,5,0.0,0.0,1.0,0.0
40796A,13,5,0.0,0.0,1.0,0.0
4010EC,13,5,0.0,0.0,1.0,0.0
49514B,13,5,0.0,0.0,1.0,0.0
343694,13,5,0.0,0.0,1.0,0.0
020058,13,5,0.0,0.0,1.0,0.0
4D226F,13,5,0.0,0.0,1.0,0.0
4ACB01,13,5,0.0,0.0,1.0,0.0
347588,13,5,0.0,0.0,1.0,0.0
48418A,13,5,0.0,0.0,1.0,0.0
345686,13,5,0.0,0.0,1.0,0.0
4BB28D,13,5,0.0,0.0,1.0,0.0
344455,13,5,0.0,0.0,1.0,0.0
4B027F,13,5,0.0,0.0,1.0,0.0
3451D9,13,5,0.0,0.0,1.0,0.0
0200EC,13,5,0.0,0.0,1.0,0.0
345215,14,5,0.0,0.0,1.0,0.0
344217,14,5,0.0,0.0,1.0,0.0
347646,14,5,0.0,0.0,1.0,0.0
0200A9,14,5,0.0,0.0,1.0,0.0
347307,14,5,0.0,0.0,1.0,0.0
4866EE,14,5,0.0,0.0,1.0,0.0
4B1900,14,5,0.0,0.0,1.0,0.0
342353,4,6,1.0,1.0,0.0,1.0
4D23C3,4,6,0.0,0.0,1.0,0.0
06A30C,4,6,0.0,0.0,1.0,0.0
3475D5,6,6,0.0,0.0,1.0,0.0
343385,6,6,1.0,1.0,0.0,1.0
39D30A,6,6,0.0,0.0,1.0,0.0
3444DA,6,6,0.0,0.0,1.0,0.0
345107,6,6,0.0,0.0,1.0,0.0
780ABA,6,6,0.0,1.0,1.0,1.0
34645A,6,6,0.0,0.0,1.0,0.0
4D220B,7,6,0.0,0.0,1.0,0.0
3475D8,7,6,0.0,0.0,1.0,0.0
342211,7,6,0.0,0.0,1.0,0.0
344409,7,6,0.0,0.0,1.0,0.0
347553,7,6,0.0,0.0,1.0,0.0
342189,7,6,0.0,0.0,1.0,0.0
347309,7,6,0.0,0.0,1.0,0.0
34568A,7,6,0.0,0.0,1.0,0.0
4D2533,7,6,0.0,0.0,1.0,0.0
400AFB,7,6,0.0,0.0,1.0,0.0
4D24BA,7,6,0.0,0.0,1.0,0.0
485061,8,6,0.0,0.0,1.0,0.0
4952CA,8,6,0.0,0.0,1.0,0.0
407CB1,8,6,0.0,0.0,1.0,0.0
4010EB,8,6,0.0,0.0,1.0,0.0
0200F8,8,6,0.0,0.0,1.0,0.0
39CEA2,8,6,0.0,0.0,1.0,0.0
4D2414,8,6,0.0,0.0,1.0,0.0
345109,8,6,0.0,0.0,1.0,0.0
3444C4,8,6,0.0,0.0,1.0,0.0
4CAE5A,8,6,0.0,0.0,1.0,0.0
34644E,8,6,0.0,0.0,1.0,0.0
407796,8,6,0.0,0.0,1.0,0.0
4CAD3D,9,6,0.0,0.0,1.0,0.0
3C56F5,9,6,0.0,0.0,1.0,0.0
02009F,16,4,0.0,0.0,1.0,0.0
34134D,17,4,0.0,0.0,1.0,0.0
49D2B9,17,4,0.0,0.0,1.0,0.0
344417,17,4,0.0,0.0,1.0,0.0
359412,17,4,1.0,1.0,0.0,1.0
495066,17,4,0.0,0.0,1.0,0.0
343694,18,4,0.0,0.0,1.0,0.0
4CAC85,18,4,0.0,0.0,1.0,0.0
0200FB,18,4,0.0,0.0,1.0,0.0
4D23B6,18,4,0.0,0.0,1.0,0.0
345583,18,4,0.0,1.0,1.0,1.0
345688,19,4,0.0,1.0,1.0,1.0
346199,19,4,0.0,0.0,1.0,0.0
4D239D,19,4,0.0,0.0,1.0,0.0
4D24D4,19,4,0.0,0.0,1.0,0.0
347481,19,4,0.0,0.0,1.0,0.0
345250,19,4,0.0,0.0,1.0,0.0
4B0274,20,4,0.0,0.0,1.0,0.0
347648,20,4,0.0,0.0,1.0,0.0
346187,20,4,0.0,0.0,1.0,0.0
346541,20,4,0.0,0.0,1.0,0.0
440115,20,4,0.0,0.0,1.0,0.0
347604,3,4,0.0,0.0,1.0,0.0
344305,3,4,0.0,0.0,1.0,0.0
346386,4,4,0.0,0.0,1.0,0.0
3C6743,6,4,0.0,0.0,1.0,0.0
346316,6,4,0.0,0.0,1.0,0.0
440D6F,6,4,0.0,0.0,1.0,0.0
AC0CAB,6,4,0.0,0.0,1.0,0.0
344481,6,4,0.0,0.0,1.0,0.0
4951D6,6,4,0.0,0.0,1.0,0.0
3442CC,6,4,0.0,0.0,1.0,0.0
344307,6,4,0.0,0.0,1.0,0.0
4951D2,7,4,0.0,0.0,1.0,0.0
4CA264,7,4,0.0,0.0,1.0,0.0
347312,7,4,0.0,0.0,1.0,0.0
34654B,7,4,0.0,0.0,1.0,0.0
4CADE3,7,4,0.0,0.0,1.0,0.0
4D22B6,7,4,0.0,0.0,1.0,0.0
48C226,8,4,0.0,0.0,1.0,0.0
391AA6,8,4,0.0,0.0,1.0,0.0
344416,8,4,0.0,0.0,1.0,0.0
3465C5,8,4,0.0,0.0,1.0,0.0
49514A,8,4,0.0,0.0,1.0,0.0
3420CB,8,4,0.0,0.0,1.0,0.0
34650F,8,4,0.0,0.0,1.0,0.0
3C56EF,8,4,0.0,0.0,1.0,0.0
34530E,8,4,0.0,0.0,1.0,0.0
407F64,9,4,0.0,0.0,1.0,0.0
39E698,16,2,0.0,0.0,1.0,0.0
34250A,16,2,0.0,0.0,1.0,0.0
461F59,16,2,0.0,0.0,1.0,0.0
44D2AB,16,2,0.0,0.0,1.0,0.0
501C16,16,2,0.0,0.0,1.0,0.0
45AB4B,16,2,0.0,0.0,1.0,0.0
4D24CB,16,2,0.0,0.0,1.0,0.0
348212,16,2,0.0,0.0,1.0,0.0
440198,16,2,0.0,0.0,1.0,0.0
405B64,16,2,0.0,0.0,1.0,0.0
39CEB8,17,2,0.0,0.0,1.0,0.0
408064,17,2,0.0,0.0,1.0,0.0
405D11,17,2,0.0,0.0,1.0,0.0
3472CC,17,2,0.0,0.0,1.0,0.0
345615,17,2,0.0,0.0,1.0,0.0
347344,17,2,0.0,0.0,1.0,0.0
48C2A4,17,2,0.0,0.0,1.0,0.0
484163,17,2,0.0,0.0,1.0,0.0
4CAE52,17,2,0.0,0.0,1.0,0.0
4D00F2,18,2,0.0,0.0,1.0,0.0
4AC8E7,18,2,0.0,0.0,1.0,0.0
34208A,18,2,0.0,0.0,1.0,0.0
4952C9,19,2,0.0,0.0,1.0,0.0
347306,19,2,0.0,0.0,1.0,0.0
4CADE0,19,2,0.0,0.0,1.0,0.0
4CAE60,19,2,0.0,0.0,1.0,0.0
345692,19,2,0.0,0.0,1.0,0.0
3475D5,19,2,0.0,0.0,1.0,0.0
AA9F76,10,3,0.0,1.0,1.0,1.0
896312,11,3,0.0,0.0,1.0,0.0
44001B,11,3,0.0,0.0,1.0,0.0
405B64,11,3,0.0,0.0,1.0,0.0
710411,11,3,0.0,0.0,1.0,0.0
484C5A,11,3,0.0,0.0,1.0,0.0
4CAE61,11,3,0.0,0.0,1.0,0.0
440ADD,11,3,0.0,0.0,1.0,0.0
4CA9D4,11,3,0.0,0.0,1.0,0.0
346111,12,3,0.0,0.0,1.0,0.0
344195,12,3,0.0,0.0,1.0,0.0
346391,12,3,0.0,0.0,1.0,0.0
495215,12,3,0.0,0.0,1.0,0.0
34604E,12,3,1.0,1.0,0.0,1.0
406755,12,3,0.0,0.0,1.0,0.0
3532C5,12,3,0.0,0.0,1.0,0.0
AA9451,12,3,0.0,0.0,1.0,0.0
440CBF,12,3,0.0,0.0,1.0,0.0
4D21FD,12,3,0.0,0.0,1.0,0.0
AAD981,12,3,0.0,0.0,1.0,0.0
406ADE,12,3,0.0,0.0,1.0,0.0
34738C,12,3,0.0,0.0,1.0,0.0
4ACA90,12,3,0.0,0.0,1.0,0.0
34630D,12,3,0.0,0.0,1.0,0.0
485061,12,3,0.0,0.0,1.0,0.0
407793,12,3,0.0,0.0,1.0,0.0
49D365,12,3,0.0,0.0,1.0,0.0
34630D,13,3,0.0,0.0,1.0,0.0
46B823,13,3,0.0,0.0,1.0,0.0
342353,13,3,1.0,1.0,0.0,1.0
3E31D8,13,3,0.0,0.0,1.0,0.0
3475D6,13,3,0.0,0.0,1.0,0.0
44046D,13,3,0.0,0.0,1.0,0.0
4CAD42,13,3,0.0,0.0,1.0,0.0
4B027F,13,3,0.0,0.0,1.0,0.0
4CAC64,13,3,0.0,0.0,1.0,0.0
3472C1,13,3,0.0,0.0,1.0,0.0
E94C8E,13,3,0.0,0.0,1.0,0.0
8960EC,14,3,0.0,0.0,1.0,0.0
407462,14,3,0.0,0.0,1.0,0.0
4BAA6F,6,3,0.0,0.0,1.0,0.0
4D2301,6,3,0.0,0.0,1.0,0.0
440198,6,3,0.0,0.0,1.0,0.0
34538D,6,3,0.0,0.0,1.0,0.0
44D1C3,6,3,0.0,0.0,1.0,0.0
4CAC53,7,3,0.0,0.0,1.0,0.0
3C64A7,7,3,0.0,0.0,1.0,0.0
344455,7,3,0.0,0.0,1.0,0.0
34538E,7,3,0.0,0.0,1.0,0.0
4CAE67,8,3,0.0,0.0,1.0,0.0
342352,8,3,1.0,1.0,0.0,1.0
48C223,8,3,0.0,0.0,1.0,0.0
AC1DF7,8,3,0.0,0.0,1.0,0.0
342557,8,3,0.0,0.0,1.0,0.0
4080C1,8,3,0.0,0.0,1.0,0.0
3420CB,8,3,0.0,0.0,1.0,0.0
4CA801,8,3,0.0,0.0,1.0,0.0
4CAFC0,9,3,0.0,0.0,1.0,0.0
495293,9,3,0.0,0.0,1.0,0.0
344344,9,3,0.0,0.0,1.0,0.0
4CA740,9,3,0.0,0.0,1.0,0.0
407687,9,3,0.0,0.0,1.0,0.0
3C7421,9,3,0.0,0.0,1.0,0.0
3CC95A,9,3,0.0,0.0,1.0,0.0
