Hora,Precipitación,Temperatura,Humedad,Viento,Dirección,Viento máximo,Dirección viento máximo,Temperatura mínima,Temperatura máxima,Fecha
14:00,"0,00","11,90","61,00","0,30",Sur 170°,"3,10",Noreste 40°,"10,40","12,20",2025-02-27
15:00,"0,00","13,40","55,00","0,90",Noroeste 300°,"4,10",Suroeste 210°,"11,90","13,70",2025-02-27
16:00,"0,00","13,50","53,00","2,00",Norte 340°,"3,10",Noroeste 320°,"13,00","13,80",2025-02-27
17:00,"0,00","13,10","53,00","1,10",Norte 350°,"3,10",Noroeste 310°,"13,00","13,60",2025-02-27
18:00,"0,00","12,20","61,00","0,20",Este 80°,"2,10",Noreste 40°,"11,80","13,40",2025-02-27
19:00,"0,00","10,80","63,00","1,00",Este 70°,"1,50",Este 70°,"10,50","11,90",2025-02-27
20:00,"0,00","9,00","69,00","1,50",Este 70°,"2,10",Este 70°,"8,90","10,50",2025-02-27
21:00,"0,00","8,80","69,00","1,60",Este 70°,"2,10",Noreste 50°,"8,80","9,30",2025-02-27
22:00,"0,00","8,80","70,00","1,50",Noreste 60°,"2,10",Este 80°,"8,40","8,90",2025-02-27
23:00,"0,00","7,70","75,00","0,00",,"2,60",Noreste 60°,"7,70","8,50",2025-02-27
00:00,"0,00","11,20","63,00","0,60",Este 90°,"3,60",Sureste 130°,"11,20","11,60",2025-02-28
01:00,"0,00","6,80","83,00","1,30",Norte 340°,"2,10",Norte 360°,"6,60","7,50",2025-02-28
02:00,"0,00","6,40","84,00","2,60",Noroeste 330°,"3,60",Norte 340°,"6,20","6,50",2025-02-28
03:00,"0,00","5,60","88,00","2,40",Norte 340°,"4,10",Noroeste 310°,"5,50","6,20",2025-02-28
04:00,"0,00","4,10","94,00","1,50",Norte 360°,"2,60",Norte 350°,"4,10","5,50",2025-02-28
05:00,"0,00","3,90","97,00","2,00",Noreste 30°,"2,60",Noreste 30°,"3,70","4,10",2025-02-28
06:00,"0,00","3,50","96,00","0,80",Noreste 60°,"2,60",Noroeste 330°,"3,40","3,80",2025-02-28
07:00,"0,00","3,30","97,00","2,20",Norte 10°,"3,10",Norte 10°,"3,20","3,40",2025-02-28
08:00,"0,00","3,50","98,00","0,60",Noreste 30°,"3,10",Norte 350°,"2,90","3,50",2025-02-28
09:00,"0,00","4,60","97,00","0,10",Norte 10°,"1,50",Norte 360°,"3,50","4,80",2025-02-28
10:00,"0,00","7,50","85,00","2,20",Norte 360°,"3,60",Norte 350°,"4,80","7,90",2025-02-28
11:00,"0,00","9,90","75,00","3,10",Norte 350°,"4,60",Norte 360°,"7,80","10,30",2025-02-28
12:00,"0,00","11,40","65,00","2,10",Noreste 30°,"4,10",Noreste 30°,"10,20","11,60",2025-02-28
13:00,"0,00","13,10","58,00","2,70",Norte 20°,"4,60",Norte 360°,"11,60","13,20",2025-02-28
14:00,"0,00","14,30","51,00","1,50",Este 80°,"5,10",Noreste 40°,"13,20","14,60",2025-02-28
15:00,"0,00","16,00","48,00","2,10",Noreste 40°,"4,10",Norte 20°,"14,50","16,10",2025-02-28
16:00,"0,00","16,70","44,00","2,50",Noreste 30°,"5,10",Este 70°,"16,10","17,10",2025-02-28
17:00,"0,00","16,50","43,00","0,80",Noreste 30°,"4,60",Noreste 50°,"16,40","17,50",2025-02-28
18:00,"0,00","15,90","44,00","1,80",Norte 20°,"8,80",Noreste 50°,"15,70","17,00",2025-02-28
19:00,"0,00","14,40","48,00","3,40",Sur 160°,"5,10",Sur 180°,"14,30","15,60",2025-02-28
20:00,"0,00","13,20","52,00","3,50",Sureste 140°,"7,20",Sur 160°,"13,10","14,40",2025-02-28
21:00,"0,00","12,40","57,00","3,50",Sureste 130°,"5,10",Sureste 120°,"12,40","13,10",2025-02-28
22:00,"0,00","11,60","59,00","1,00",Este 90°,"4,10",Sureste 130°,"11,60","12,40",2025-02-28
23:00,"0,00","11,70","60,00","1,80",Este 100°,"4,10",Este 90°,"11,60","11,80",2025-02-28
00:00,"0,10","4,50","93,00","3,50",Norte 340°,"5,70",Norte 360°,"4,50","4,60",2025-03-01
01:00,"0,00","10,70","65,00","2,00",Sureste 120°,"4,60",Este 70°,"10,70","11,20",2025-03-01
02:00,"0,00","9,40","74,00","1,00",Sureste 150°,"5,70",Sureste 130°,"9,20","10,70",2025-03-01
03:00,"0,00","8,30","83,00","0,00",,"3,10",Sur 160°,"8,20","9,20",2025-03-01
04:00,"0,00","7,70","91,00","0,20",Norte 360°,"1,00",Noreste 30°,"7,70","8,20",2025-03-01
05:00,"0,20","7,60","93,00","2,10",Norte 350°,"2,60",Norte 340°,"7,60","7,70",2025-03-01
06:00,"0,10","7,40","97,00","2,30",Norte 360°,"3,60",Norte 350°,"7,40","7,50",2025-03-01
07:00,"0,00","7,40","96,00","1,30",Norte 360°,"3,60",Norte 340°,"7,40","7,40",2025-03-01
08:00,"0,20","7,40","98,00","2,30",Norte 350°,"3,10",Norte 350°,"7,40","7,40",2025-03-01
09:00,"0,00","7,50","100,00","2,70",Norte 350°,"3,60",Norte 360°,"7,40","7,60",2025-03-01
10:00,"0,10","8,20","93,00","2,90",Norte 10°,"4,60",Norte 360°,"7,60","8,20",2025-03-01
11:00,"0,00","8,50","86,00","3,50",Norte 10°,"6,70",Norte 20°,"8,10","8,70",2025-03-01
12:00,"0,00","7,20","85,00","1,80",Noreste 30°,"7,20",Noreste 30°,"7,20","8,50",2025-03-01
13:00,"0,00","6,80","85,00","3,40",Norte 20°,"7,70",Norte 10°,"6,80","7,30",2025-03-01
14:00,"0,00","6,90","83,00","4,10",Noreste 30°,"7,70",Norte 20°,"6,80","6,90",2025-03-01
15:00,"0,60","6,60","91,00","3,50",Noreste 40°,"7,20",Este 70°,"6,50","6,80",2025-03-01
16:00,"0,30","6,70","91,00","2,70",Norte 10°,"6,20",Noreste 60°,"6,40","6,80",2025-03-01
17:00,"0,20","6,50","92,00","3,00",Norte 20°,"7,20",Norte 10°,"6,50","6,70",2025-03-01
18:00,"1,10","6,20","94,00","2,90",Norte 20°,"6,20",Norte 360°,"6,10","6,50",2025-03-01
19:00,"1,60","5,70","96,00","3,30",Norte 10°,"6,20",Noreste 30°,"5,70","6,10",2025-03-01
20:00,"1,40","5,60","98,00","2,50",Norte 20°,"5,70",Norte 350°,"5,60","5,70",2025-03-01
21:00,"1,10","5,40","97,00","3,20",Norte 360°,"6,20",Norte 10°,"5,30","5,60",2025-03-01
22:00,"1,30","4,90","96,00","3,20",Norte 360°,"7,20",Norte 10°,"4,90","5,30",2025-03-01
23:00,"0,90","4,60","96,00","4,10",Norte 350°,"5,70",Norte 350°,"4,60","4,80",2025-03-01
00:00,"0,00","5,00","93,00","2,80",Norte 360°,"5,10",Norte 10°,"4,80","5,00",2025-03-02
01:00,"0,10","4,10","92,00","3,90",Norte 340°,"5,70",Norte 350°,"4,10","4,50",2025-03-02
02:00,"0,00","3,50","92,00","3,10",Norte 360°,"5,70",Norte 360°,"3,40","4,10",2025-03-02
03:00,"0,00","2,90","91,00","3,40",Norte 360°,"7,70",Norte 360°,"2,90","3,40",2025-03-02
04:00,"0,00","2,90","88,00","3,30",Norte 360°,"6,70",Norte 360°,"2,90","3,00",2025-03-02
05:00,"0,00","3,00","87,00","2,50",Norte 20°,"6,70",Norte 340°,"2,90","3,10",2025-03-02
06:00,"0,10","3,10","87,00","3,20",Noreste 30°,"6,20",Norte 20°,"3,10","3,10",2025-03-02
07:00,"0,10","3,30","85,00","3,60",Norte 10°,"6,20",Noreste 50°,"3,10","3,30",2025-03-02
08:00,"0,10","3,20","88,00","3,30",Norte 360°,"6,70",Norte 10°,"3,20","3,30",2025-03-02
09:00,"0,10","3,40","90,00","2,50",Norte 340°,"5,70",Norte 360°,"3,20","3,40",2025-03-02
10:00,"0,00","3,80","86,00","2,80",Norte 20°,"5,10",Norte 20°,"3,40","3,80",2025-03-02
11:00,"0,50","3,90","87,00","3,60",Noreste 40°,"7,20",Noreste 40°,"3,70","4,10",2025-03-02
12:00,"1,50","3,50","94,00","2,70",Noreste 30°,"6,70",Norte 10°,"3,50","3,70",2025-03-02
13:00,"0,90","4,20","96,00","3,50",Norte 10°,"6,20",Este 70°,"3,60","4,30",2025-03-02
14:00,"0,30","4,80","96,00","2,10",Norte 20°,"5,70",Norte 360°,"4,30","4,80",2025-03-02
15:00,"2,50","4,90","97,00","1,70",Este 70°,"5,10",Norte 10°,"4,80","5,20",2025-03-02
16:00,"2,60","4,80","99,00","1,70",Noreste 30°,"3,60",Noreste 60°,"4,70","4,90",2025-03-02
17:00,"0,50","4,70","98,00","2,90",Norte 10°,"5,10",Norte 10°,"4,60","4,90",2025-03-02
18:00,"1,20","4,60","100,00","2,30",Norte 360°,"4,60",Norte 10°,"4,60","4,70",2025-03-02
19:00,"0,40","4,10","100,00","3,40",Norte 350°,"5,70",Norte 350°,"4,10","4,60",2025-03-02
20:00,"0,00","4,30","99,00","2,00",Norte 340°,"5,70",Norte 350°,"3,90","4,30",2025-03-02
21:00,"0,40","4,30","98,00","2,20",Norte 350°,"4,10",Norte 360°,"4,30","4,30",2025-03-02
22:00,"0,30","4,70","99,00","2,70",Noroeste 330°,"4,10",Norte 340°,"4,30","4,70",2025-03-02
23:00,"0,00","4,80","97,00","2,50",Norte 20°,"4,60",Noreste 30°,"4,70","4,80",2025-03-02
00:00,"0,00","8,80","93,00","0,90",Noreste 30°,"3,10",Noreste 40°,"8,70","8,90",2025-03-03
01:00,"0,00","5,00","95,00","2,30",Norte 20°,"5,70",Norte 10°,"5,00","5,00",2025-03-03
02:00,"0,00","5,20","93,00","2,70",Norte 20°,"5,10",Noreste 50°,"5,00","5,20",2025-03-03
03:00,"0,60","5,20","96,00","1,80",Norte 350°,"4,60",Noreste 30°,"5,20","5,30",2025-03-03
04:00,"0,00","5,30","96,00","2,20",Norte 350°,"4,10",Norte 350°,"5,20","5,60",2025-03-03
05:00,"0,50","5,40","99,00","1,30",Norte 10°,"3,10",Noroeste 320°,"5,30","5,40",2025-03-03
06:00,"0,00","5,30","100,00","2,70",Norte 350°,"3,60",Norte 340°,"5,30","5,40",2025-03-03
07:00,"0,00","5,60","98,00","3,30",Norte 350°,"4,10",Norte 350°,"5,40","5,60",2025-03-03
08:00,"0,00","5,80","97,00","2,20",Norte 10°,"4,10",Noreste 30°,"5,60","5,90",2025-03-03
09:00,"0,00","6,20","94,00","2,40",Norte 10°,"4,10",Norte 20°,"5,90","6,30",2025-03-03
10:00,"0,00","7,20","93,00","2,10",Norte 10°,"4,60",Norte 360°,"6,30","7,30",2025-03-03
11:00,"0,50","7,90","96,00","2,40",Norte 360°,"4,60",Norte 360°,"7,30","7,90",2025-03-03
12:00,"0,20","8,80","96,00","3,00",Norte 10°,"3,60",Norte 10°,"7,90","8,90",2025-03-03
13:00,"0,10","10,10","87,00","2,60",Noreste 30°,"5,70",Noreste 40°,"8,90","10,10",2025-03-03
14:00,"0,00","10,40","88,00","2,10",Noreste 40°,"5,70",Norte 10°,"10,00","10,50",2025-03-03
15:00,"0,40","10,30","91,00","0,90",Noreste 50°,"3,60",Noreste 30°,"10,30","10,50",2025-03-03
16:00,"2,80","9,90","98,00","1,90",Noreste 40°,"4,10",Noreste 40°,"9,80","10,30",2025-03-03
17:00,"0,00","9,80","97,00","1,90",Noreste 30°,"4,60",Este 70°,"9,70","9,90",2025-03-03
18:00,"0,20","10,10","96,00","2,80",Noreste 40°,"5,70",Noreste 40°,"9,90","10,10",2025-03-03
19:00,"0,00","10,00","93,00","2,20",Noreste 40°,"5,70",Noreste 30°,"9,90","10,10",2025-03-03
20:00,"0,00","9,80","92,00","1,10",Norte 360°,"3,60",Noreste 50°,"9,70","9,90",2025-03-03
21:00,"0,00","9,20","94,00","1,00",Norte 20°,"3,10",Norte 20°,"9,20","9,70",2025-03-03
22:00,"0,00","9,10","93,00","1,80",Noreste 30°,"3,10",Norte 20°,"9,10","9,20",2025-03-03
23:00,"0,10","8,90","96,00","1,80",Norte 20°,"2,60",Noreste 30°,"8,90","9,10",2025-03-03
00:00,"0,00","8,80","96,00","3,10",Noroeste 320°,"4,10",Noroeste 320°,"8,70","9,10",2025-03-04
01:00,"0,40","8,60","94,00","2,70",Norte 350°,"3,60",Norte 340°,"8,60","8,80",2025-03-04
02:00,"0,80","8,30","99,00","2,50",Noroeste 320°,"3,60",Norte 340°,"8,30","8,60",2025-03-04
03:00,"0,00","8,20","100,00","3,20",Noroeste 330°,"4,10",Noroeste 330°,"8,20","8,30",2025-03-04
04:00,"0,00","8,20","98,00","3,50",Noroeste 330°,"5,10",Norte 340°,"8,20","8,20",2025-03-04
05:00,"0,00","8,20","99,00","2,70",Norte 340°,"4,60",Noroeste 320°,"8,20","8,20",2025-03-04
06:00,"0,00","7,50","99,00","2,80",Norte 350°,"4,60",Norte 350°,"7,50","8,20",2025-03-04
07:00,"0,00","6,60","100,00","2,70",Norte 340°,"4,10",Norte 360°,"6,60","7,40",2025-03-04
08:00,"0,00","6,80","100,00","0,60",Noreste 30°,"5,10",Norte 350°,"6,60","6,90",2025-03-04
09:00,"0,00","7,30","99,00","0,10",Noreste 40°,"2,60",Este 70°,"6,80","7,30",2025-03-04
10:00,"0,00","8,30","95,00","1,80",Norte 350°,"3,10",Norte 350°,"7,30","8,40",2025-03-04
11:00,"0,00","10,10","88,00","2,40",Norte 350°,"3,60",Norte 350°,"8,40","10,30",2025-03-04
12:00,"0,00","12,60","73,00","2,10",Noreste 30°,"4,60",Norte 360°,"10,30","12,90",2025-03-04
13:00,"0,00","13,30","70,00","1,90",Norte 20°,"4,10",Noreste 60°,"12,50","13,40",2025-03-04
14:00,"0,00","14,90","65,00","1,60",Noreste 30°,"4,60",Norte 340°,"13,60","15,10",2025-03-04
15:00,"0,00","15,80","60,00","1,60",Suroeste 210°,"4,10",Suroeste 220°,"14,90","16,50",2025-03-04
16:00,"2,90","11,70","85,00","3,00",Oeste 250°,"8,80",Sur 190°,"11,50","15,60",2025-03-04
17:00,"0,10","11,60","81,00","2,90",Norte 360°,"4,60",Este 90°,"11,50","12,80",2025-03-04
18:00,"0,20","11,20","89,00","3,40",Norte 340°,"5,10",Norte 350°,"11,10","11,50",2025-03-04
19:00,"0,00","10,30","93,00","3,50",Norte 350°,"5,10",Norte 350°,"10,30","11,10",2025-03-04
20:00,"0,10","9,80","97,00","3,00",Noroeste 320°,"5,10",Norte 350°,"9,70","10,30",2025-03-04
21:00,"0,00","9,60","98,00","2,20",Norte 360°,"3,60",Norte 10°,"9,60","9,70",2025-03-04
22:00,"0,00","9,50","95,00","2,80",Noroeste 320°,"4,10",Norte 340°,"9,50","9,60",2025-03-04
23:00,"0,00","9,20","96,00","1,90",Noroeste 330°,"3,60",Norte 350°,"9,10","9,50",2025-03-04
00:00,"0,50","9,90","87,00","0,70",Noreste 30°,"3,10",Noreste 40°,"9,80","10,70",2025-03-05
01:00,"0,00","8,60","98,00","2,60",Noroeste 330°,"3,60",Noroeste 320°,"8,60","8,70",2025-03-05
03:00,"0,00","8,60","100,00","2,20",Norte 340°,"3,60",Noroeste 330°,"8,50","8,60",2025-03-05
04:00,"0,00","8,70","100,00","2,60",Norte 340°,"3,10",Norte 340°,"8,60","8,70",2025-03-05
05:00,"0,00","8,70","97,00","2,00",Noroeste 330°,"4,60",Norte 350°,"8,70","8,80",2025-03-05
06:00,"0,00","8,60","94,00","3,30",Norte 350°,"4,60",Norte 340°,"8,60","8,70",2025-03-05
07:00,"0,00","8,40","96,00","3,80",Norte 350°,"5,70",Norte 350°,"8,40","8,60",2025-03-05
08:00,"0,00","8,20","95,00","3,90",Norte 350°,"5,70",Norte 360°,"8,20","8,40",2025-03-05
09:00,"0,00","8,90","92,00","3,10",Norte 360°,"4,10",Norte 360°,"8,20","8,90",2025-03-05
10:00,"0,00","9,60","86,00","2,20",Norte 360°,"4,60",Norte 350°,"8,90","9,70",2025-03-05
11:00,"0,00","10,80","81,00","2,20",Norte 20°,"4,60",Norte 20°,"9,70","10,90",2025-03-05
12:00,"0,20","10,90","89,00","2,80",Norte 10°,"4,10",Norte 10°,"10,80","10,90",2025-03-05
13:00,"0,00","11,90","83,00","2,90",Norte 10°,"4,60",Norte 10°,"10,90","11,90",2025-03-05
14:00,"0,00","12,30","86,00","1,10",Norte 360°,"4,60",Norte 10°,"11,90","12,40",2025-03-05
15:00,"0,00","13,80","74,00","1,90",Noreste 30°,"3,10",Noreste 30°,"12,50","13,80",2025-03-05
16:00,"0,10","12,80","74,00","3,80",Sureste 150°,"6,70",Sureste 130°,"12,70","13,60",2025-03-05
17:00,"0,00","12,50","83,00","1,20",Noreste 50°,"3,60",Noreste 40°,"12,40","12,80",2025-03-05
18:00,"0,00","12,30","87,00","0,00",,"3,10",Norte 10°,"12,30","12,60",2025-03-05
19:00,"0,10","11,60","94,00","1,40",Noroeste 330°,"2,10",Norte 340°,"11,50","12,30",2025-03-05
20:00,"0,00","11,10","92,00","0,10",Norte 20°,"2,60",Norte 340°,"11,10","11,50",2025-03-05
21:00,"0,00","10,60","93,00","1,30",Noreste 30°,"2,10",Noreste 30°,"10,60","11,10",2025-03-05
22:00,"0,00","11,00","81,00","1,40",Noreste 50°,"3,10",Noreste 60°,"10,70","11,00",2025-03-05
23:00,"0,00","10,80","82,00","0,90",Noreste 40°,"3,60",Este 70°,"10,70","11,00",2025-03-05
00:00,"0,00","9,30","100,00","0,00",,"1,50",Norte 360°,"9,30","9,40",2025-03-06
01:00,"0,00","9,50","92,00","2,90",Noroeste 320°,"3,60",Noroeste 320°,"9,50","9,80",2025-03-06
04:00,"0,50","8,70","100,00","1,90",Norte 350°,"3,60",Norte 350°,"8,70","8,90",2025-03-06
07:00,"0,00","8,80","100,00","1,10",Norte 10°,"3,60",Norte 360°,"8,60","8,80",2025-03-06
11:00,"0,00","11,40","86,00","5,70",Sureste 140°,"8,20",Sureste 140°,"11,00","11,40",2025-03-06
12:00,"0,10","11,40","90,00","5,40",Sureste 130°,"9,80",Sureste 140°,"11,40","11,70",2025-03-06
13:00,"0,10","12,90","78,00","7,00",Sureste 140°,"9,80",Sureste 130°,"11,60","13,10",2025-03-06
14:00,"0,00","13,40","77,00","6,10",Sureste 140°,"10,80",Sur 160°,"13,00","14,10",2025-03-06
15:00,"0,00","13,30","76,00","7,80",Sureste 140°,"11,80",Sureste 150°,"13,00","13,80",2025-03-06
16:00,"0,20","12,40","89,00","3,90",Sureste 130°,"8,80",Sureste 130°,"12,30","13,00",2025-03-06
17:00,"0,00","12,40","85,00","4,10",Sureste 140°,"6,70",Sureste 140°,"12,20","12,40",2025-03-06
18:00,"0,30","10,50","88,00","3,80",Noroeste 300°,"6,20",Noroeste 300°,"10,40","12,40",2025-03-06
19:00,"0,80","9,80","97,00","3,50",Noroeste 330°,"4,10",Noroeste 320°,"9,70","10,50",2025-03-06
20:00,"8,50","9,30","100,00","1,50",Norte 20°,"4,60",Noroeste 310°,"9,30","9,70",2025-03-06
21:00,"1,00","9,40","100,00","1,00",Norte 20°,"2,60",Norte 20°,"9,30","9,40",2025-03-06
22:00,"0,00","9,30","100,00","0,00",,"3,10",Norte 10°,"9,30","9,40",2025-03-06
23:00,"0,00","9,30","100,00","0,00",,"1,50",Noreste 60°,"9,30","9,30",2025-03-06
00:00,"0,00","10,30","90,00","5,60",Sureste 150°,"7,70",Sureste 140°,"9,90","10,40",2025-03-07
01:00,"0,00","9,30","100,00","0,00",,"2,60",Noroeste 320°,"9,30","9,40",2025-03-07
03:00,"0,00","8,40","100,00","0,00",,"1,00",Noroeste 310°,"8,40","9,10",2025-03-07
04:00,"0,00","8,00","100,00","0,00",,"2,10",Este 110°,"8,00","8,40",2025-03-07
05:00,"0,00","7,90","100,00","0,20",Norte 340°,"2,60",Noroeste 300°,"7,30","8,00",2025-03-07
06:00,"0,00","8,00","100,00","0,40",Sureste 130°,"2,10",Noroeste 310°,"7,70","8,00",2025-03-07
07:00,"0,00","8,10","100,00","0,30",Este 110°,"2,60",Sureste 130°,"8,00","8,10",2025-03-07
08:00,"0,00","8,20","100,00","1,30",Sureste 130°,"3,10",Sureste 140°,"8,10","8,20",2025-03-07
09:00,"0,00","8,60","100,00","0,90",Sureste 120°,"3,60",Sureste 140°,"8,20","8,70",2025-03-07
10:00,"0,00","9,50","96,00","0,70",Este 100°,"2,10",Sureste 120°,"8,70","9,60",2025-03-07
11:00,"0,00","10,20","92,00","2,30",Sureste 120°,"4,60",Sur 160°,"9,60","10,30",2025-03-07
12:00,"0,60","10,50","92,00","6,20",Sureste 140°,"8,20",Sur 160°,"10,40","10,60",2025-03-07
13:00,"1,90","10,40","100,00","4,20",Sureste 130°,"9,80",Sureste 140°,"10,30","10,50",2025-03-07
14:00,"0,10","10,60","97,00","3,30",Sureste 140°,"8,80",Sureste 150°,"10,40","10,70",2025-03-07
15:00,"1,10","11,10","95,00","4,50",Sureste 150°,"6,70",Sur 160°,"10,70","11,30",2025-03-07
16:00,"0,50","12,10","86,00","5,90",Sureste 150°,"9,80",Sur 180°,"11,40","12,60",2025-03-07
17:00,"0,10","12,30","83,00","6,60",Sureste 140°,"9,80",Sureste 140°,"12,00","12,30",2025-03-07
18:00,"1,10","11,90","87,00","4,50",Sur 200°,"9,80",Sureste 140°,"11,80","12,30",2025-03-07
19:00,"7,20","9,40","99,00","2,30",Sureste 130°,"12,90",Sur 190°,"9,40","11,80",2025-03-07
20:00,"0,20","10,20","100,00","4,20",Sureste 130°,"7,20",Este 110°,"9,40","10,20",2025-03-07
21:00,"0,00","10,10","99,00","4,70",Sureste 140°,"7,70",Sureste 140°,"10,00","10,30",2025-03-07
22:00,"0,00","9,80","93,00","7,50",Sureste 140°,"11,80",Sur 160°,"9,80","10,00",2025-03-07
23:00,"0,00","9,90","96,00","3,40",Sureste 140°,"9,30",Sureste 140°,"9,80","9,90",2025-03-07
00:00,"0,00","6,10","95,00","3,00",Sur 190°,"5,10",Sur 200°,"6,10","6,50",2025-03-08
01:00,"0,40","10,40","92,00","5,30",Sur 170°,"8,80",Sur 160°,"10,20","10,50",2025-03-08
03:00,"0,10","9,30","97,00","2,40",Sureste 130°,"6,70",Sureste 150°,"9,30","9,70",2025-03-08
04:00,"0,40","9,40","93,00","3,60",Sur 160°,"6,20",Sur 160°,"9,30","9,40",2025-03-08
05:00,"0,00","8,90","96,00","1,50",Este 100°,"5,10",Sureste 140°,"8,90","9,40",2025-03-08
06:00,"0,00","9,10","89,00","3,80",Sureste 150°,"5,70",Sureste 150°,"8,90","9,10",2025-03-08
07:00,"0,00","8,90","93,00","1,80",Sureste 130°,"5,70",Sureste 130°,"8,80","8,90",2025-03-08
08:00,"0,00","9,20","89,00","6,00",Sureste 150°,"8,80",Sureste 150°,"8,80","9,20",2025-03-08
09:00,"0,00","10,00","89,00","7,30",Sureste 130°,"10,80",Sureste 140°,"9,20","10,10",2025-03-08
10:00,"0,20","10,60","85,00","5,90",Sureste 130°,"11,80",Sureste 120°,"10,10","10,60",2025-03-08
11:00,"1,10","10,60","89,00","8,00",Sureste 150°,"11,30",Sur 160°,"10,40","10,70",2025-03-08
12:00,"2,00","10,10","93,00","7,30",Sureste 130°,"11,80",Sur 160°,"10,00","10,40",2025-03-08
13:00,"1,60","10,70","91,00","8,80",Sureste 140°,"14,40",Sureste 140°,"10,10","10,80",2025-03-08
14:00,"2,90","11,20","86,00","10,00",Sur 160°,"14,90",Sur 160°,"10,70","11,30",2025-03-08
15:00,"0,10","11,20","82,00","10,30",Sur 180°,"17,50",Sur 160°,"11,10","11,50",2025-03-08
16:00,"3,80","9,40","93,00","7,30",Sur 170°,"13,90",Sur 170°,"9,20","11,10",2025-03-08
17:00,"2,00","8,40","91,00","5,90",Sur 190°,"16,00",Sur 180°,"8,40","9,20",2025-03-08
18:00,"0,50","8,30","92,00","5,00",Sur 170°,"11,80",Suroeste 220°,"8,30","8,40",2025-03-08
19:00,"0,00","8,20","91,00","3,30",Sur 170°,"6,70",Sur 170°,"8,10","8,30",2025-03-08
20:00,"0,00","8,00","92,00","6,30",Sureste 150°,"9,30",Sur 160°,"7,80","8,20",2025-03-08
21:00,"0,00","7,40","91,00","3,70",Sur 180°,"7,20",Sur 160°,"7,30","8,10",2025-03-08
22:00,"1,50","6,70","87,00","3,40",Sur 190°,"11,30",Suroeste 240°,"6,70","7,60",2025-03-08
23:00,"0,30","6,50","96,00","2,50",Sur 170°,"6,20",Sur 170°,"6,50","6,70",2025-03-08
00:00,"0,00","6,10","100,00","1,40",Sureste 120°,"3,10",Sureste 150°,"6,00","6,30",2025-03-09
01:00,"0,00","5,80","92,00","3,30",Sur 180°,"4,60",Sur 180°,"5,80","6,10",2025-03-09
03:00,"0,00","4,80","93,00","1,60",Sur 160°,"5,10",Sur 190°,"4,70","5,80",2025-03-09
04:00,"0,00","3,60","99,00","1,30",Sureste 130°,"3,10",Sur 170°,"3,60","4,60",2025-03-09
05:00,"0,00","3,10","100,00","1,50",Noreste 30°,"2,10",Noreste 30°,"3,10","3,70",2025-03-09
06:00,"0,00","3,70","100,00","1,90",Sureste 130°,"2,60",Sureste 130°,"3,10","3,70",2025-03-09
07:00,"0,00","3,10","100,00","1,40",Sureste 120°,"4,10",Sureste 150°,"3,00","3,50",2025-03-09
08:00,"0,00","3,30","100,00","1,20",Este 80°,"3,60",Sur 160°,"2,50","3,40",2025-03-09
09:00,"0,00","4,40","99,00","3,30",Sureste 130°,"4,60",Sureste 130°,"3,40","4,50",2025-03-09
10:00,"0,10","5,90","93,00","5,00",Sur 170°,"7,20",Sur 170°,"4,50","6,00",2025-03-09
11:00,"0,10","6,90","90,00","4,50",Sur 180°,"10,30",Sur 160°,"5,90","7,10",2025-03-09
12:00,"0,00","8,00","81,00","5,30",Sur 200°,"11,80",Sur 190°,"6,80","8,10",2025-03-09
13:00,"1,20","7,80","90,00","2,90",Sur 160°,"11,80",Suroeste 210°,"6,20","8,80",2025-03-09
14:00,"0,00","9,80","79,00","5,60",Sur 200°,"12,90",Suroeste 210°,"8,00","10,30",2025-03-09
15:00,"0,00","10,40","68,00","6,00",Suroeste 210°,"13,40",Suroeste 210°,"9,20","10,60",2025-03-09
16:00,"0,00","10,10","66,00","5,90",Sur 200°,"12,90",Suroeste 220°,"9,90","11,40",2025-03-09
17:00,"0,10","9,80","71,00","4,70",Suroeste 210°,"15,40",Suroeste 210°,"9,00","10,10",2025-03-09
18:00,"0,00","10,10","70,00","3,70",Sur 180°,"10,80",Suroeste 230°,"9,30","10,10",2025-03-09
19:00,"0,00","8,70","74,00","7,40",Sur 200°,"13,40",Suroeste 220°,"8,40","10,10",2025-03-09
20:00,"1,30","7,20","89,00","3,00",Suroeste 240°,"10,30",Suroeste 220°,"7,20","8,40",2025-03-09
21:00,"0,80","6,90","93,00","1,00",Sureste 130°,"8,20",Suroeste 220°,"6,70","7,50",2025-03-09
22:00,"0,00","6,20","99,00","1,80",Sureste 130°,"3,60",Sur 200°,"5,80","6,70",2025-03-09
23:00,"0,00","6,10","100,00","2,40",Sureste 140°,"3,60",Sureste 150°,"6,10","6,20",2025-03-09
00:00,"0,00","7,40","93,00","4,30",Sur 180°,"6,20",Sur 170°,"7,40","7,80",2025-03-10
01:00,"0,00","5,80","100,00","2,00",Sur 160°,"2,60",Sur 170°,"5,80","6,00",2025-03-10
02:00,"0,00","5,70","100,00","1,50",Sureste 120°,"2,10",Sureste 120°,"5,70","5,80",2025-03-10
03:00,"0,00","5,80","100,00","1,60",Sureste 120°,"2,60",Sureste 120°,"5,80","5,80",2025-03-10
04:00,"0,00","5,70","100,00","0,70",Sureste 130°,"2,10",Sureste 140°,"5,70","5,80",2025-03-10
05:00,"0,00","5,60","100,00","0,10",Este 110°,"1,50",Sureste 140°,"5,60","5,70",2025-03-10
